customer_id,company_name,contact_name,email,phone,industry,company_size,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,support_plan,is_active
3939,"Reese, Brown and Casey",Joshua Hawkins,kelseyjackson@example.com,(834)287-2660x486,Technology,7021,Bronze,2023-01-10,2023-06-11,New Caledonia,Rhode Island,Sueshire,3510214,Enterprise,True
3940,Price Group,Karen Hart,padillahayden@example.org,346-641-2635x4436,Government,315,Platinum,2024-04-16,2023-02-04,San Marino,New York,Kelseyberg,1225519,Enterprise,True
3941,"Hawkins, Castro and Peterson",Christine Ortiz,ryan66@example.org,+1-820-546-0529,Manufacturing,2856,Silver,2023-02-17,2024-11-21,Cuba,Kansas,North Mollymouth,9857820,Enterprise,True
3942,Forbes-Jenkins,Erica Gomez,ojensen@example.com,814.980.0734,Government,6205,Silver,2024-01-10,2023-09-20,Netherlands Antilles,Colorado,Nicholasmouth,3428695,Basic,True
3943,"Ross, Gibson and Allen",Hayden Rubio,lisa46@example.net,001-568-572-7978,Finance,4570,Platinum,2023-09-03,2023-04-14,New Caledonia,West Virginia,Lake Adam,6089423,Enterprise,False
3944,Wheeler-Moore,Christopher Reed MD,andrew43@example.net,(228)757-0785x2433,Healthcare,9800,Gold,2023-11-02,2024-09-05,Comoros,Arizona,West Carolyn,6154480,Premium,True
3945,"Collins, Lamb and Mccarthy",Stephanie Miller,grahamsheila@example.net,(973)450-7873x90378,Government,8980,Platinum,2024-07-05,2024-05-17,Chile,Oklahoma,Lake Dylan,8141725,Enterprise,True
3946,Strong-Jackson,Ryan Simpson,gabrieljennings@example.org,(845)463-2733,Government,6457,Bronze,2023-09-18,2023-09-26,Tokelau,Maryland,Veronicashire,7778528,Enterprise,True
3947,"Adams, Dyer and Petersen",Jennifer Moyer,barrybowman@example.net,349.475.0071,Finance,5810,Bronze,2024-09-06,2023-04-18,Eritrea,Pennsylvania,Ronaldton,1054034,Premium,False
3948,Ruiz Ltd,Bethany Ballard,jacksonjulie@example.org,833-582-7207x2418,Government,4068,Bronze,2023-04-30,2024-02-05,New Caledonia,Louisiana,West Anthonyville,9576154,Basic,True
3949,"Kaufman, Johnson and Salazar",Olivia Johnson,klinedebra@example.net,+1-835-376-9438x56180,Manufacturing,7241,Silver,2024-10-08,2023-06-27,Kyrgyz Republic,West Virginia,North Robert,304123,Enterprise,True
3950,Brown-Bush,Victoria Lopez,shelly07@example.com,245.395.5872,Technology,3271,Bronze,2023-08-31,2024-04-06,Gabon,Maine,South Gailfurt,4857871,Enterprise,True
3951,"Martinez, Gray and Moore",Mary Burton,laura46@example.org,475-258-4598x397,Retail,6346,Gold,2024-03-19,2023-09-04,Austria,Alaska,South Heather,2119885,Standard,True
3952,Wilson-York,Emily Wright,qrussell@example.org,(528)494-8402x34033,Finance,2908,Platinum,2023-08-30,2024-06-11,Iceland,Colorado,Port Morgan,8037246,Premium,False
3953,Luna and Sons,Ashley Beard DDS,joseph53@example.org,222-315-6697x975,Healthcare,1690,Bronze,2023-05-28,2024-10-14,Holy See (Vatican City State),Pennsylvania,Haysville,6047469,Basic,True
3954,"Montgomery, Parker and Anderson",Scott Avila,diazsandra@example.org,212.359.7268x0410,Education,5913,Silver,2024-07-19,2023-10-16,Swaziland,Arizona,Sherylstad,5916473,Basic,True
3955,Smith and Sons,Casey Anderson,michaelrowland@example.com,(789)800-6721,Education,2977,Platinum,2023-02-28,2023-02-04,Paraguay,Idaho,Lake Elizabeth,7849137,Basic,True
3956,"Turner, Holmes and Cook",Jacqueline Alexander,tracy23@example.net,001-226-396-1167,Retail,9304,Silver,2024-05-06,2024-03-10,Chad,Nebraska,Murrayshire,3939170,Standard,True
3957,Munoz-Brooks,Catherine Long,sarah85@example.org,833-355-2330x013,Retail,660,Platinum,2024-08-12,2023-12-21,Dominica,Iowa,Rothbury,8381756,Premium,True
3958,Jackson PLC,Cynthia Willis,xarnold@example.com,584-414-0648,Manufacturing,7111,Bronze,2023-11-16,2024-11-06,Reunion,Nebraska,Jenkinsmouth,8718401,Standard,True
3959,Morris and Sons,Deborah Haynes,amanda10@example.org,629-753-1496,Finance,3729,Platinum,2024-09-25,2023-06-08,Georgia,Missouri,West Lindsayfort,1214945,Enterprise,True
3960,Walker-Schneider,John Henry,sarah99@example.org,423-345-9314x1396,Manufacturing,6240,Platinum,2023-02-26,2023-02-23,Mauritania,Rhode Island,Andersonville,9552891,Enterprise,False
3961,Jones PLC,Lisa Wyatt,nancymontgomery@example.com,801-814-0930x3060,Government,461,Silver,2024-12-22,2024-04-05,Libyan Arab Jamahiriya,Rhode Island,West Amyside,5371812,Basic,False
3962,Ware and Sons,Tracy Graham DDS,adrianalexander@example.org,785.228.9316,Education,5743,Silver,2023-11-16,2024-02-14,Kyrgyz Republic,Arizona,Levichester,1600237,Standard,True
3963,Atkinson Group,Trevor Reed,jacksonmason@example.com,001-788-518-5610x789,Technology,9130,Gold,2024-07-04,2023-09-29,Nigeria,Wyoming,Wesleyport,7209974,Standard,True
3964,"Kemp, Mora and Ortega",Emily Wells,manningsteven@example.net,441.359.0911x999,Education,2904,Bronze,2023-11-02,2023-07-23,Puerto Rico,Oklahoma,Lake Christopherhaven,5478906,Standard,True
3965,Phillips Inc,Melissa Ellis,chapmanelizabeth@example.org,001-636-835-8373x4556,Education,8189,Gold,2024-03-17,2023-05-10,Tuvalu,Illinois,East Christinaland,6123290,Basic,True
3966,Schwartz Ltd,Samantha Clark,brittany21@example.org,433.728.3178x569,Retail,7827,Bronze,2024-04-07,2023-09-20,Georgia,Mississippi,Christophermouth,4236245,Enterprise,False
3967,Carter-Bond,Michael Ortega,yvette81@example.com,001-382-205-4362x05880,Manufacturing,1907,Silver,2024-01-21,2023-06-15,American Samoa,Nebraska,Pamelaland,2968830,Premium,True
3968,"Tran, Bailey and Contreras",Carol Velez,alyssabrown@example.org,810.891.2361x6340,Government,1655,Platinum,2023-11-05,2023-03-25,Vanuatu,Washington,Port Darrell,5858379,Basic,True
3969,"Prince, Hunter and Montgomery",Destiny Campbell,longjohn@example.org,724.776.4894,Retail,1514,Platinum,2024-05-11,2024-03-18,Thailand,Indiana,Hughesberg,8891336,Enterprise,True
3970,Robinson PLC,Veronica Obrien,tcook@example.org,855-870-2141,Healthcare,5742,Gold,2023-06-06,2024-01-31,Kenya,South Carolina,Markhaven,7544825,Basic,False
3971,Ford-Hall,Tony Jones,steve44@example.net,5337083921,Retail,2148,Platinum,2023-03-06,2023-09-19,Israel,Kansas,Port Deannafurt,530960,Enterprise,True
3972,Montgomery Group,Manuel Lawson,thomas47@example.net,4806051464,Technology,6654,Bronze,2023-02-09,2023-09-13,Seychelles,Arizona,North Sarahtown,1152700,Premium,True
3973,Marsh LLC,Mary Mays,jordanwilliams@example.net,(582)792-9169,Manufacturing,7962,Gold,2024-05-13,2024-12-30,Saudi Arabia,Montana,Lake Ianview,3192876,Standard,True
3974,Lewis LLC,Karen Phillips,franciscovalenzuela@example.org,593.512.0897,Education,7629,Bronze,2024-04-12,2023-03-04,Sudan,New Jersey,West Gloria,6802709,Basic,True
3975,Carpenter Group,Blake Glass,caroldickerson@example.net,(359)772-9170x353,Manufacturing,1306,Platinum,2024-02-07,2024-05-30,South Georgia and the South Sandwich Islands,New Mexico,Flowersside,2401463,Premium,False
3976,"Gordon, Flores and Sawyer",Brian Hatfield,steven13@example.org,(487)552-8665x2434,Healthcare,8429,Bronze,2023-09-22,2024-05-10,Serbia,Idaho,East Richard,5115578,Basic,True
3977,Pittman-Prince,Dennis Stone,dpope@example.net,444-949-7555x30759,Government,7281,Gold,2024-02-10,2023-01-07,Belarus,North Dakota,New Danielside,2221553,Basic,True
3978,Wolfe-Frazier,Brandon Higgins,zachary57@example.org,+1-627-857-1628,Manufacturing,8805,Bronze,2023-09-07,2024-08-04,Holy See (Vatican City State),West Virginia,East Barbara,6242963,Basic,True
3979,Shannon-Taylor,Anthony Alexander,lcunningham@example.net,001-615-804-8985x923,Manufacturing,5842,Platinum,2024-04-22,2023-11-10,Guam,New Jersey,South Meganberg,2897204,Standard,True
3980,Thompson and Sons,Jonathan Hamilton,tjohnson@example.net,+1-249-806-8048x051,Education,3687,Silver,2023-02-05,2024-04-10,Saint Lucia,Vermont,North Carmenbury,3245980,Standard,True
3981,Osborne PLC,Erin Orozco,michaelcurtis@example.net,531-650-8363,Education,5420,Platinum,2023-12-04,2023-04-26,Azerbaijan,Tennessee,Lake Robertmouth,6894751,Premium,True
3982,Moon Group,Ricardo Lucas,morgan34@example.com,+1-704-798-7729,Healthcare,6113,Gold,2024-02-08,2023-12-01,Angola,Georgia,Port Lorichester,4931457,Premium,False
3983,Brown Group,Amber Mclean,keith75@example.org,(833)209-0857,Healthcare,9257,Platinum,2024-11-20,2024-01-04,Bosnia and Herzegovina,Rhode Island,Sanchezview,8049661,Enterprise,True
3984,Thomas Ltd,Joanne Thompson,nancy81@example.com,608.450.3716x324,Manufacturing,4164,Gold,2024-05-27,2024-01-31,Georgia,Vermont,South Adam,3120096,Enterprise,True
3985,"Downs, Allen and Hendricks",Robin Lowery,norrisrachel@example.com,2123720937,Education,4109,Silver,2024-04-06,2024-08-09,Belgium,Alaska,South Misty,5041721,Basic,True
3986,"Moore, Miller and Johnson",Geoffrey Gomez,mendezsusan@example.net,(569)700-2131x27118,Healthcare,1643,Gold,2024-02-05,2023-11-29,China,Wyoming,Jasminefort,4252500,Basic,True
3987,Davis-Kennedy,Dawn Williams,longsara@example.com,001-249-709-2391x200,Healthcare,6175,Platinum,2023-07-06,2024-10-16,Slovakia (Slovak Republic),New Jersey,Thompsonfort,837098,Premium,True
3988,Brock-Gregory,Jennifer Knight,joannbrown@example.org,9884249048,Finance,8611,Platinum,2024-01-05,2023-10-06,Italy,Wisconsin,Edwardsbury,2259598,Premium,False
3989,"Kelly, Downs and King",Kevin Salazar,anthony91@example.com,682.951.9991x3867,Manufacturing,1774,Platinum,2023-09-22,2023-06-19,Tuvalu,Ohio,New Matthewton,4816327,Basic,True
3990,Cox-Alexander,Kenneth Simpson,boydkathy@example.net,001-986-907-1385x204,Healthcare,2678,Platinum,2023-09-10,2024-06-25,Kyrgyz Republic,South Carolina,Mooreport,5374105,Premium,False
3991,"Abbott, Munoz and Lawrence",Dustin Schmitt,clarkbethany@example.com,326-686-0423x989,Healthcare,4738,Bronze,2024-02-22,2023-09-04,Grenada,Vermont,West Roberthaven,5214459,Standard,True
3992,"Klein, Jones and Ward",Matthew Pierce,bkemp@example.com,859-499-0270x245,Healthcare,5536,Silver,2023-11-03,2024-09-13,Togo,Washington,West Christy,1542683,Premium,True
3993,"Jones, Adams and Hoover",Anna Bullock,zperry@example.com,896.680.0025x2226,Government,9735,Platinum,2024-04-01,2023-10-30,Saint Helena,Maryland,West Ronald,7136709,Premium,True
3994,Maxwell-Smith,Hunter Rodriguez,robert00@example.com,001-906-469-9695,Government,9479,Gold,2023-03-21,2023-06-10,Nauru,Colorado,Nealside,5501012,Standard,True
3995,"Thomas, Osborn and Robertson",Bryan Hamilton,amanda83@example.com,(336)272-3531x72131,Education,7316,Bronze,2023-02-28,2023-06-23,Belize,Arkansas,East Stephanieberg,4302795,Premium,True
3996,Lopez Ltd,Robert Scott,jenniferperez@example.com,+1-569-900-5555,Manufacturing,5073,Platinum,2024-03-12,2024-02-26,Albania,Massachusetts,Morenoberg,1668657,Enterprise,True
3997,Lang Inc,Donna Bennett,maria10@example.org,(578)822-2973x73674,Education,5307,Bronze,2024-09-15,2024-07-18,Heard Island and McDonald Islands,Arizona,Barnesport,4400940,Premium,True
3998,Beck LLC,Michael Mitchell,cliffordharris@example.com,817.501.8366x6609,Manufacturing,9689,Bronze,2024-07-24,2023-07-06,Lithuania,Alabama,Ericksonhaven,4150701,Basic,True
3999,Williams Ltd,Jerry Vega,lauren94@example.net,(946)967-8722,Finance,1963,Silver,2024-06-18,2023-05-17,Niue,Louisiana,Port Catherine,5411349,Enterprise,True
4000,"Manning, George and Buckley",Nathan Lynch,cherylmathis@example.org,609.645.5172x35370,Finance,2692,Gold,2024-07-31,2024-04-11,Chile,North Dakota,Erinside,8362319,Standard,False
4001,"Herrera, Horton and Campbell",Craig Nichols Jr.,michael50@example.net,705.797.9288x1221,Healthcare,7540,Silver,2023-11-01,2023-02-24,Ukraine,Michigan,Georgemouth,9720736,Premium,True
4002,Cowan PLC,Adam Hunter,elizabethjohnson@example.com,001-684-992-8636x0430,Finance,8418,Silver,2024-01-06,2024-03-09,Morocco,Arizona,Jasmineside,6764232,Enterprise,False
4003,Washington Group,Shelly Brewer,dgibbs@example.org,+1-917-965-4237,Retail,3380,Platinum,2023-11-08,2023-07-04,Japan,North Carolina,Port Jeff,5524682,Basic,True
4004,Ramirez and Sons,Debra Daniels,gwendolynjones@example.org,899-744-4952x93497,Retail,5175,Bronze,2023-02-18,2023-07-21,Belarus,Illinois,Alexischester,2002675,Standard,True
4005,Howard-Alvarado,Sarah Houston,heather06@example.org,857.247.5950x43252,Healthcare,3193,Silver,2024-09-08,2023-04-13,Tanzania,Nebraska,East Denise,6484947,Enterprise,True
4006,Dawson Ltd,Dawn Thompson,melissamartinez@example.net,9168669695,Finance,9422,Platinum,2024-08-18,2024-02-28,Pakistan,Alaska,West David,105392,Premium,True
4007,Anderson LLC,Sara Landry,jacobsilva@example.com,001-451-731-0845x73296,Technology,680,Platinum,2023-10-03,2023-03-27,Brunei Darussalam,California,Lake Lisa,942181,Enterprise,True
4008,Briggs-Hernandez,Michelle Harmon,brandon89@example.com,+1-877-347-7096x131,Retail,4046,Silver,2024-07-09,2024-09-12,Mongolia,South Carolina,Debbiefurt,5233783,Enterprise,True
4009,Lopez PLC,Jessica Bailey,janderson@example.org,+1-645-486-3945,Retail,8634,Platinum,2023-09-13,2023-10-19,Japan,New Jersey,Gordonfort,5073605,Enterprise,False
4010,Cox-Ellis,Thomas Cook,murphylori@example.net,001-761-632-4385x3500,Finance,9756,Platinum,2024-07-04,2024-04-08,Slovakia (Slovak Republic),Iowa,Davidport,7276997,Basic,True
4011,"Kim, Bush and Everett",Cassidy Johnson,renee86@example.net,(319)341-0147x83228,Manufacturing,8366,Silver,2023-11-07,2023-06-22,Congo,Nevada,New John,7024848,Premium,True
4012,"Warren, Williams and Perez",Jeremy Riley,russoaustin@example.org,858-448-8477,Government,9852,Platinum,2024-02-25,2023-10-08,Turkmenistan,Michigan,Schneiderfurt,1393401,Basic,True
4013,Huynh-Perez,Lance Jackson,april84@example.com,(807)599-8374x5974,Healthcare,3931,Platinum,2024-09-30,2024-07-20,Cayman Islands,North Carolina,Alantown,1064078,Premium,False
4014,Hill LLC,Brian Elliott,wellserin@example.org,+1-740-862-1933,Technology,8019,Bronze,2024-12-29,2023-05-19,Ireland,Indiana,Annestad,2475366,Standard,True
4015,Hatfield Ltd,Joseph Baker,andrewpowell@example.org,001-704-900-5297x077,Finance,3196,Silver,2023-07-16,2024-05-14,Turkmenistan,New Jersey,Vazquezport,7605489,Basic,True
4016,"Fox, Alvarado and Newton",Whitney Anderson DDS,twright@example.com,(947)545-8033x5573,Healthcare,7425,Gold,2024-11-14,2023-07-20,Swaziland,Delaware,North Sandra,3609405,Standard,True
4017,"King, Jenkins and Schmidt",Anthony Moreno,lewislynn@example.com,591-764-2567x3601,Government,8505,Silver,2024-11-06,2024-05-24,Zimbabwe,Arkansas,Brauntown,4473519,Basic,True
4018,Marsh and Sons,Tracey Young,morganerin@example.org,891-436-0812,Education,3634,Bronze,2023-03-06,2023-10-29,Zambia,Wisconsin,Wrightburgh,2249871,Premium,False
4019,"Clark, Wood and Morris",Elizabeth Barry,stephanie84@example.org,373-373-1760x3648,Technology,8955,Bronze,2023-06-25,2023-09-07,Andorra,Georgia,New Crystal,3068808,Standard,True
4020,"Reyes, Lee and Rowe",Caitlin Cook,dawsonannette@example.com,899.623.3771,Healthcare,7666,Gold,2024-12-14,2023-06-13,Lao People's Democratic Republic,Florida,North Kathyville,4205817,Premium,True
4021,"Santos, Rhodes and Hensley",Rickey Conway,heather02@example.net,+1-208-642-9134x825,Government,529,Platinum,2024-06-27,2024-08-02,Saint Lucia,North Carolina,Kevinfurt,479973,Basic,True
4022,Wu Ltd,Danielle Benson,davidbrown@example.org,001-557-881-7424x96323,Healthcare,4894,Gold,2023-04-12,2023-05-30,Swaziland,Louisiana,South Thomas,3146334,Premium,True
4023,Willis-Watts,Mark Martin,danielleharvey@example.net,226-569-2481x8211,Technology,5780,Platinum,2023-01-01,2024-01-27,Cocos (Keeling) Islands,Arizona,South Alison,2900959,Basic,True
4024,Vaughn Group,Charles Riley,montoyanancy@example.org,410.985.6366x30078,Healthcare,4765,Silver,2024-05-09,2023-03-27,Central African Republic,Alabama,South Craig,996330,Enterprise,True
4025,Anderson Inc,Ryan Palmer,iwhite@example.net,473-895-2316x761,Retail,1342,Platinum,2024-04-24,2023-10-22,Norway,Washington,Leemouth,5646970,Standard,True
4026,Baker and Sons,Linda Martinez,jessicadurham@example.com,249.678.0862x38785,Education,8277,Bronze,2024-10-03,2024-01-15,Armenia,Oregon,Thompsonfurt,4139802,Enterprise,True
4027,Jones-Fields,Scott Chen,starkmonica@example.org,+1-641-519-8162x503,Retail,1892,Gold,2024-03-30,2024-09-08,Gabon,Indiana,Leonview,484842,Premium,True
4028,Henry-Patel,Paul Nelson,williamsjessica@example.net,+1-861-293-9731x4473,Retail,6488,Gold,2023-05-17,2024-01-28,Senegal,South Carolina,Kimberlyton,9439299,Basic,True
4029,Dominguez-Watson,Elizabeth Meyer,nlewis@example.com,001-331-685-5121,Education,9294,Platinum,2023-05-16,2024-04-02,Comoros,New Hampshire,Shannonview,2514246,Standard,True
4030,Reed PLC,Lori Winters,nboyd@example.org,001-983-533-5929,Healthcare,7928,Gold,2023-06-19,2023-05-23,Kyrgyz Republic,Nevada,East Jillside,7231226,Enterprise,True
4031,Vargas-Hill,Michael Proctor,brian31@example.com,802.209.3848x98794,Government,5669,Platinum,2024-06-04,2023-06-09,China,Vermont,Middletonmouth,3484691,Premium,False
4032,Maldonado LLC,Michael Camacho,adammay@example.net,001-331-664-0940x8748,Retail,1222,Silver,2023-08-22,2023-06-03,Western Sahara,Maine,Paulport,2168992,Premium,True
4033,Sloan LLC,John Finley,michael33@example.org,9113343775,Education,6007,Platinum,2024-04-28,2023-11-21,Burkina Faso,Illinois,Lake Nathan,9872112,Enterprise,True
4034,Robinson-Ruiz,Benjamin Owens,stevenbrandt@example.org,001-746-757-5492x1826,Manufacturing,3705,Platinum,2024-02-22,2024-11-17,Indonesia,Wisconsin,Port Sarahburgh,1545710,Standard,True
4035,Mccoy-Benjamin,Lori Williams,kimsusan@example.org,001-851-307-5086x045,Healthcare,8660,Silver,2024-03-02,2024-03-15,Zambia,Connecticut,Analand,2242810,Premium,True
4036,Saunders PLC,Laura Smith,watsontiffany@example.net,001-603-659-9650x8505,Manufacturing,9799,Gold,2024-02-13,2023-08-16,Netherlands Antilles,Montana,North Stephentown,8366333,Premium,True
4037,Powell Ltd,Michelle Brewer,bzhang@example.net,301.406.8382,Finance,4148,Gold,2023-10-21,2024-08-23,Congo,Oklahoma,Kevinmouth,994182,Basic,True
4038,Shelton Ltd,Maria Nelson,lauraestrada@example.net,7139555597,Government,8541,Platinum,2024-01-30,2024-10-30,Equatorial Guinea,New Jersey,North Timothy,5251985,Enterprise,True
4039,Myers-Mcdaniel,Jennifer Anderson,nortonkenneth@example.net,(278)348-6025x402,Government,6493,Gold,2024-05-08,2023-04-02,Netherlands Antilles,Texas,New Kellyburgh,8392578,Enterprise,True
4040,"Hernandez, Brown and Garcia",John Young,molly61@example.net,001-281-507-7778x3426,Education,5665,Gold,2023-11-05,2024-05-21,Moldova,Kansas,Wrightchester,7020057,Enterprise,False
4041,Richardson and Sons,Ashley Jenkins,ronaldbolton@example.org,551.550.6460,Healthcare,9020,Platinum,2024-08-28,2024-04-20,Guadeloupe,Louisiana,Kristenville,6844482,Premium,True
4042,Stevens-Black,Jason Stout,nicolehenry@example.com,225-962-8596x34382,Healthcare,7612,Gold,2023-10-19,2023-05-13,Cameroon,New Hampshire,East Michael,9868684,Standard,True
4043,"Winters, Gillespie and Anderson",Kelly Murray,ashley00@example.org,(452)260-7926,Education,8066,Platinum,2023-03-22,2023-04-04,Azerbaijan,Tennessee,North Jenniferborough,5239983,Basic,True
4044,"Mcdaniel, Soto and Wolf",Tanya Weeks,christian52@example.com,887.760.7370,Healthcare,8473,Platinum,2023-09-04,2023-11-22,Bahrain,Iowa,Rojasland,2310816,Basic,False
4045,Hawkins PLC,Miranda Rollins,rlin@example.org,(223)951-3401,Government,3430,Bronze,2023-03-04,2024-03-04,Nauru,Nevada,Lake Laurenland,2673431,Premium,True
4046,"Flores, Butler and Gomez",Dr. John Gilbert DVM,gregory68@example.org,(406)357-0712x612,Finance,485,Gold,2023-09-18,2024-07-26,Turkmenistan,New Mexico,Albertville,7551765,Standard,True
4047,"Williams, Smith and Hayes",Jodi Mora,penachristopher@example.com,(741)762-1928,Manufacturing,1986,Gold,2023-10-17,2024-02-11,Dominican Republic,Arizona,East Curtis,3328837,Standard,True
4048,Hodges and Sons,Jessica Burns,hgates@example.net,851-691-1780,Finance,5693,Platinum,2024-11-15,2024-02-15,Burkina Faso,South Dakota,Peggybury,4621582,Enterprise,True
4049,Hopkins and Sons,Timothy Garcia,jwebb@example.org,726.418.6986,Government,5852,Bronze,2023-01-14,2023-07-10,Thailand,Iowa,South Vanessahaven,2995662,Basic,False
4050,Coleman PLC,Kelly Campbell,fordangela@example.com,964-539-4385x220,Technology,1325,Platinum,2024-11-27,2024-02-06,Uzbekistan,Oklahoma,North Ronaldshire,8555919,Premium,True
4051,Boone-Smith,Ray Moses,benjaminclark@example.org,433.908.8111,Healthcare,4946,Platinum,2023-02-16,2024-05-18,Isle of Man,Maine,Bethview,141467,Basic,True
4052,"Robinson, Holloway and Khan",Gail Khan,phammond@example.com,(728)230-1849,Education,7985,Platinum,2024-11-16,2023-05-15,Syrian Arab Republic,Maryland,Villaland,4872560,Premium,True
4053,Campbell-Thompson,Stephanie Pruitt,westalyssa@example.org,992-349-2103,Technology,7678,Gold,2024-08-05,2024-04-08,Zambia,Illinois,East Emily,8309408,Basic,True
4054,Garcia PLC,Amy Lara,hreeves@example.net,(602)508-3077,Government,1446,Bronze,2023-12-20,2023-11-30,Guam,Indiana,Port Lorishire,9200005,Standard,True
4055,"Davis, Maddox and Owens",Heather Harrison,sgonzalez@example.com,(287)458-6583,Healthcare,6849,Bronze,2024-05-05,2023-03-25,Comoros,Washington,Claytontown,2626321,Premium,True
4056,"Sandoval, Flores and Price",James Vasquez,harolddavis@example.org,(276)667-7423,Manufacturing,4747,Bronze,2023-04-06,2024-11-30,Puerto Rico,Illinois,Lake Seanmouth,3280795,Basic,False
4057,"Nguyen, Moreno and Bell",Melinda Cochran,rwarner@example.com,001-354-496-2731x872,Healthcare,3155,Platinum,2023-01-18,2024-03-31,Gambia,Kentucky,Valenciaburgh,6437788,Premium,True
4058,"Holloway, Bell and Hill",Thomas Ferguson,tabithahopkins@example.com,785-963-8562x150,Healthcare,3436,Bronze,2023-12-19,2023-09-28,Holy See (Vatican City State),Oklahoma,South Spencer,9399002,Premium,True
4059,Wong LLC,Gabrielle Castro,sandra74@example.net,201.703.6210x36507,Manufacturing,8303,Silver,2024-07-13,2024-07-08,Isle of Man,Tennessee,Barbaraland,1737981,Basic,False
4060,Taylor-Wolfe,Gabriel Baird,abigailbenson@example.net,899-739-7126x7881,Government,2869,Gold,2023-11-20,2023-10-01,Vietnam,Illinois,East Steven,4687809,Premium,True
4061,Strickland-Townsend,Brittany Hunter,yvettewhite@example.org,533.475.1879,Healthcare,236,Platinum,2024-09-26,2023-04-05,Cayman Islands,Connecticut,Lake Jessicatown,7549887,Basic,True
4062,"Richards, Hunter and Martin",Lisa Murray,christopherspencer@example.org,+1-912-514-2788x1732,Finance,8761,Platinum,2023-03-21,2023-03-02,Slovenia,Rhode Island,Randallfurt,7534703,Basic,False
4063,"Watts, Galloway and Evans",Kaylee Montgomery,kendra06@example.org,(402)764-5794x883,Technology,5227,Silver,2024-04-27,2024-01-15,Mali,Mississippi,West Michael,5347984,Standard,True
4064,"Phillips, Johnson and Rice",Lawrence Duran,lisa23@example.net,(477)983-2034,Technology,5291,Platinum,2024-01-14,2023-04-20,Congo,Texas,Port Codyfurt,9056933,Basic,True
4065,"Hall, Mata and Garcia",Brandy Graham,davidroberts@example.net,+1-397-934-1613x82787,Government,4053,Bronze,2024-04-04,2024-01-02,Thailand,Vermont,Port Brianna,8525424,Standard,True
4066,Carr-Hodge,Theresa Kennedy,jocelynschwartz@example.com,+1-870-997-4952x10109,Government,2604,Bronze,2023-07-12,2024-01-27,Uzbekistan,Kansas,Blankenshipport,3115457,Standard,True
4067,Kane-West,Jennifer Ellis,benjamin22@example.com,(230)984-0510,Healthcare,3062,Gold,2024-06-13,2024-06-20,Cote d'Ivoire,Virginia,Markstad,5082782,Premium,False
4068,Turner-Myers,Patricia Morgan,johnsonsherri@example.org,(520)857-7284x777,Manufacturing,7273,Silver,2024-01-28,2024-02-19,Fiji,Arizona,Johnsonville,5388105,Premium,True
4069,Brown Ltd,Zachary Bishop,bryanreed@example.org,699.652.4183,Healthcare,7960,Bronze,2024-01-15,2024-09-06,Bosnia and Herzegovina,Louisiana,Travishaven,5489659,Basic,False
4070,"Melton, Hall and Turner",Jenny Davis,hnolan@example.org,403.968.2155x33767,Manufacturing,9511,Bronze,2023-10-02,2023-09-05,Algeria,Alabama,Lake Brittany,4283808,Basic,True
4071,Moore and Sons,Frederick King,biancagonzales@example.org,+1-594-505-7488x96633,Education,4535,Gold,2024-01-19,2024-07-03,United States Virgin Islands,North Carolina,Tamarahaven,5989555,Standard,True
4072,"Salazar, Ortiz and Steele",James Pugh,morrowkevin@example.com,+1-873-349-5147,Retail,900,Gold,2023-03-25,2023-12-17,French Polynesia,Vermont,Lake Branditon,2990014,Standard,True
4073,"Flores, Rodriguez and Mcmillan",Amanda Huber,allison62@example.org,(410)863-7176,Education,2933,Bronze,2024-12-07,2024-05-02,Honduras,Kansas,Taylorfurt,9687798,Basic,False
4074,"Hudson, Webb and Johnson",Corey Mcknight,csullivan@example.com,4778811107,Healthcare,2618,Silver,2023-09-10,2024-09-07,Netherlands,Louisiana,Bobborough,6354854,Standard,True
4075,Cain LLC,Dana English,ryanchelsea@example.org,948.816.8543x085,Education,4197,Silver,2024-03-15,2023-03-24,Libyan Arab Jamahiriya,Oregon,New Tyler,6457822,Standard,False
4076,Roberts-Robinson,Daniel Dickson,lanetony@example.com,(897)877-5046,Retail,9569,Gold,2023-09-02,2024-07-15,Poland,Massachusetts,Albertbury,5694265,Enterprise,True
4077,Lee Inc,Lisa Moore,schneiderjames@example.org,001-487-565-0388x3155,Healthcare,8966,Silver,2024-08-17,2024-04-08,Saint Lucia,West Virginia,Lake Kristy,2437404,Premium,True
4078,Nelson and Sons,Johnny Rodriguez,phughes@example.com,504-712-5054,Education,7928,Platinum,2024-04-17,2024-05-16,Nauru,North Carolina,Keithmouth,3168717,Standard,True
4079,Cobb Ltd,William Curtis,wilkersonkelly@example.net,220.295.7661,Education,6433,Platinum,2023-02-20,2024-04-17,Iceland,Kentucky,Lake Brittanymouth,6692711,Standard,True
4080,Miller-Hughes,Mark Jones,dfisher@example.com,282.219.4752x0291,Technology,8434,Bronze,2024-12-05,2024-03-08,Iraq,New Mexico,South David,8634811,Standard,True
4081,"Sims, Floyd and Mooney",Shannon Schultz,neilalvarado@example.net,(320)405-6453x628,Manufacturing,2301,Platinum,2023-06-28,2023-03-20,Eritrea,Utah,Middletonton,3850785,Premium,False
