lead_id,company_name,contact_name,email,phone,title,company_size,industry,lead_source,campaign_id,assigned_rep_id,lead_score,status,created_date,last_activity,converted_date
8304,"Olsen, Williams and Franklin",Mr. Sean Evans PhD,christinemartin@example.net,611.896.1006x755,Theatre stage manager,4485,Healthcare,Website,20.0,,1,Converted,2024-04-30,2023-02-06,
8305,Garcia-Coleman,Ashley Turner,chad76@example.net,(448)219-3658,Graphic designer,894,Manufacturing,Email Campaign,,41.0,37,Qualified,2023-10-18,2023-01-08,
8306,"Lee, Harrison and Chavez",Randy Snyder,kphillips@example.org,+1-251-970-7099,Technical sales engineer,8289,Finance,Email Campaign,,1.0,26,New,2023-09-10,2023-05-23,
8307,Walker-Holmes,Jason Nelson,krusso@example.org,001-798-627-9734x934,"Designer, graphic",3601,Healthcare,Website,7.0,3.0,78,Qualified,2023-03-10,2024-02-14,
8308,Ramirez-Adams,Beth Dennis,hrobbins@example.net,001-987-991-0067,Diagnostic radiographer,2551,Finance,Referral,14.0,,77,New,2024-01-21,2024-10-31,
8309,Guzman-Guzman,James Brewer,hperez@example.com,587.512.1978x3544,Exhibition designer,1673,Healthcare,Trade Show,18.0,45.0,67,Qualified,2023-01-27,2023-09-10,2024-08-19
8310,Clark-Coleman,Charles Serrano,kellyjensen@example.net,977-421-7621x3044,Medical physicist,405,Education,Cold Call,,36.0,42,New,2024-11-08,2024-03-07,2024-09-30
8311,Lee-Clark,Kathryn Forbes,rhonda25@example.com,(739)674-3305x481,"Producer, television/film/video",2426,Healthcare,Cold Call,9.0,31.0,73,Converted,2024-11-27,2023-06-02,2024-03-28
8312,"Nunez, Moore and Mcbride",Carol Chandler,sadams@example.com,001-610-840-6987x015,Teaching laboratory technician,7841,Retail,Email Campaign,,43.0,21,Qualified,2024-12-22,2023-09-02,
8313,"Morgan, Rodriguez and Garrison",Kevin Turner,rickyday@example.org,(904)809-1192x251,"Producer, radio",3383,Education,Social Media,10.0,22.0,20,Qualified,2023-11-25,2023-11-05,2024-02-17
8314,Serrano Ltd,Brian Camacho,amartin@example.com,001-668-508-6598x186,Chiropractor,8992,Finance,Social Media,17.0,44.0,98,Qualified,2023-02-23,2024-04-13,2023-05-17
8315,Fletcher-Vega,Suzanne Bell,jeffrey55@example.org,823.793.3836x4495,Oceanographer,8051,Technology,Email Campaign,7.0,32.0,11,Contacted,2023-08-10,2024-11-13,
8316,Vance-Webb,Stephanie Davis,pearsonamber@example.org,260-368-2802x75019,TEFL teacher,508,Manufacturing,Referral,15.0,37.0,10,Contacted,2024-05-06,2024-08-09,
8317,Peterson-Wells,Jessica Thompson,diane04@example.com,(290)272-5694,Health promotion specialist,6468,Manufacturing,Referral,6.0,38.0,4,Converted,2024-05-16,2024-12-11,
8318,Smith Inc,Amy Edwards,ksullivan@example.com,+1-243-276-5479x3219,Control and instrumentation engineer,979,Technology,Trade Show,,,83,Qualified,2024-11-15,2023-06-25,2023-03-24
8319,"Jones, Willis and Johnson",Andrea Moore,kenneth28@example.org,001-290-313-7027,"Accountant, chartered certified",2125,Finance,Cold Call,18.0,23.0,51,New,2024-08-21,2024-08-27,2024-05-15
8320,"Roberson, Roth and Perez",Linda Banks,amandagray@example.org,430.273.6678,Physiotherapist,5730,Manufacturing,Partner,,27.0,80,Disqualified,2024-08-15,2023-06-16,
8321,"Scott, Payne and Brown",Paul Soto,amber22@example.com,814-421-7471x481,Cartographer,5606,Retail,Trade Show,4.0,,42,Converted,2024-04-01,2023-09-28,
8322,Blackburn and Sons,Russell Reeves,lbell@example.com,+1-813-670-1894x9303,"Programme researcher, broadcasting/film/video",1688,Technology,Social Media,2.0,,14,Converted,2023-05-17,2024-01-15,
8323,"Mueller, Klein and Hill",Scott Dennis,martineznathan@example.net,9612567122,Therapeutic radiographer,7787,Technology,Trade Show,18.0,34.0,25,Disqualified,2023-06-22,2024-11-08,
8324,Dodson-Clark,Anna Roberts,ucook@example.com,001-863-431-9944x667,Economist,1206,Manufacturing,Referral,5.0,,88,Disqualified,2023-11-17,2024-02-26,
8325,Harris PLC,Troy Dudley,calebmarquez@example.net,308-468-0990x68313,Fitness centre manager,7684,Healthcare,Website,20.0,12.0,2,Converted,2024-03-07,2023-01-19,
8326,Bryant-Johnson,Elizabeth Riley,melaniemorales@example.net,(552)317-8972,Health visitor,3323,Education,Trade Show,20.0,25.0,92,New,2023-04-09,2024-04-12,
8327,"Butler, Schmidt and Thompson",Justin Gill,tracymontgomery@example.com,001-660-831-8140x47716,Barista,1380,Healthcare,Referral,1.0,23.0,15,Contacted,2024-07-04,2024-09-10,
8328,Bowman PLC,Samantha Evans,maysbrian@example.net,373-769-4394x290,Plant breeder/geneticist,3818,Education,Website,1.0,27.0,86,New,2024-10-23,2024-09-02,
8329,Browning Group,Richard Morse,marshallkristin@example.org,001-933-359-7031,Occupational therapist,9561,Retail,Website,18.0,11.0,8,New,2024-05-17,2023-12-21,
8330,"Alvarado, Hernandez and Walton",Tanya Thompson,glenn81@example.org,778.746.3783x4862,"Engineer, mining",3985,Education,Website,,38.0,82,Converted,2024-08-16,2023-04-01,
8331,Lester and Sons,Benjamin Johnson,gregory02@example.net,967-605-2153,Ship broker,465,Education,Trade Show,13.0,48.0,34,Contacted,2024-10-26,2024-04-19,
8332,Rhodes Inc,Michelle Sanders,lori07@example.com,(619)758-3736x35704,Race relations officer,9881,Education,Cold Call,6.0,16.0,23,Contacted,2023-10-20,2023-08-03,
8333,Sanders Ltd,Mark Ball,devin17@example.net,876.223.1794x7732,Chief Executive Officer,3869,Education,Referral,5.0,19.0,84,Qualified,2023-04-02,2024-08-06,
8334,"Harrison, Smith and Elliott",Mary Weber,helliott@example.com,615.627.7678,Commercial art gallery manager,3296,Technology,Trade Show,16.0,43.0,17,Qualified,2024-12-12,2023-09-10,
8335,"Hinton, Hunt and Mcdowell",Christopher Snyder,ashleyholder@example.net,001-425-579-5100x3706,Adult guidance worker,5090,Manufacturing,Trade Show,19.0,22.0,80,Converted,2024-01-22,2023-10-26,
8336,Woods LLC,Patrick Barnett,tina22@example.net,(541)787-6653x53184,Aid worker,6350,Education,Trade Show,7.0,47.0,14,New,2023-04-22,2023-12-20,2024-12-23
8337,Rosales LLC,Sarah Matthews,kevin56@example.org,207-239-1256x24542,"Engineer, communications",904,Finance,Trade Show,,42.0,18,Qualified,2024-04-26,2023-01-05,2023-02-19
8338,Medina Ltd,Natasha Smith,eanderson@example.com,001-542-262-6179x1937,Air cabin crew,3565,Education,Trade Show,,32.0,27,New,2024-01-24,2023-06-26,
8339,Weaver Ltd,Kimberly Young,johnsoneugene@example.com,826-916-3719,"Engineer, technical sales",9034,Education,Trade Show,,20.0,87,New,2024-01-14,2023-12-26,
8340,"Heath, Lee and Reed",Wendy Daugherty,rodney46@example.org,522-297-0395x539,Insurance underwriter,8878,Healthcare,Referral,2.0,,49,Qualified,2023-09-22,2024-11-11,
8341,"Mills, Trujillo and Brooks",Joshua Scott,hmartinez@example.com,001-857-565-7833x72077,Warehouse manager,9224,Education,Referral,,4.0,94,Converted,2024-02-23,2024-07-31,
8342,"Garrett, Walter and Mckee",Jason Wagner,duncanchristian@example.org,836.819.1541,Higher education careers adviser,3268,Technology,Trade Show,8.0,6.0,80,Converted,2024-01-10,2024-04-27,
8343,Marshall PLC,Melissa Patterson,michelle29@example.com,001-835-710-1220x5017,Estate agent,7266,Manufacturing,Cold Call,,33.0,2,Qualified,2024-10-08,2024-11-02,
8344,"Armstrong, Flowers and George",Amy Cooper,lcoleman@example.com,301-471-8259,Television/film/video producer,5216,Education,Referral,3.0,42.0,23,Disqualified,2023-10-22,2023-07-10,
8345,Guzman-Berg,Jennifer Wang,catherineoneill@example.net,001-713-954-0108x5009,Technical brewer,5209,Healthcare,Cold Call,,44.0,11,Contacted,2024-07-30,2023-03-25,2023-07-11
8346,Brooks LLC,Sara Sanders,mackamy@example.net,(672)994-7758x158,Newspaper journalist,3872,Healthcare,Cold Call,13.0,32.0,97,Contacted,2024-12-23,2023-11-26,
8347,"Peterson, White and Mccormick",Mrs. Jane Tran MD,emily88@example.net,(304)374-1262,Academic librarian,3566,Education,Email Campaign,9.0,,14,Converted,2024-11-20,2024-07-27,
8348,Richardson-Adams,Michele Ramos,stephen47@example.com,642.357.2624,Town planner,1739,Retail,Cold Call,3.0,26.0,41,Qualified,2023-12-01,2024-12-30,2024-10-03
8349,Fernandez-Jackson,Kenneth Day,adriansullivan@example.com,509.640.8672,Dramatherapist,7543,Manufacturing,Trade Show,13.0,21.0,48,Converted,2023-07-28,2023-08-24,2023-05-11
8350,Fletcher LLC,Christy Smith,amanda00@example.com,001-664-236-5275,Radiation protection practitioner,3289,Manufacturing,Social Media,,17.0,40,Qualified,2023-02-04,2024-10-15,
8351,"Humphrey, Sparks and Smith",Kim Deleon MD,tamara83@example.org,(452)997-4819x16895,Clinical embryologist,9929,Retail,Email Campaign,15.0,,19,Converted,2024-06-10,2023-02-06,
8352,"Johns, Taylor and Moran",Becky Montoya,haleyclark@example.org,+1-264-599-6107x2882,Land/geomatics surveyor,7504,Manufacturing,Partner,19.0,,28,New,2024-03-10,2024-10-03,
8353,"Mann, Patterson and Bean",Joel Lee,robin91@example.com,211-414-4597x344,Oceanographer,8688,Manufacturing,Email Campaign,15.0,31.0,42,Qualified,2024-04-26,2023-10-31,
8354,Rogers and Sons,Makayla Clark,angie70@example.org,(826)987-3496x531,Fitness centre manager,6436,Finance,Website,7.0,29.0,77,New,2024-01-30,2024-04-26,2023-05-12
8355,"Holloway, Fitzgerald and Howard",Jamie Sanchez,johnstonkimberly@example.com,634-627-7141x793,"Scientist, audiological",4238,Manufacturing,Website,20.0,,75,New,2024-01-13,2024-12-30,
8356,Adams Group,Cindy Meyer,evansjennifer@example.org,354.879.0408x0409,Haematologist,9601,Finance,Partner,12.0,,59,Disqualified,2023-05-31,2024-03-02,2023-10-11
8357,"Suarez, Mccoy and Simmons",Taylor Adams,sheilamiller@example.net,001-226-511-0349x5636,Analytical chemist,220,Education,Partner,5.0,4.0,73,Disqualified,2024-06-03,2023-02-09,2023-07-16
8358,Nichols Group,Ralph Townsend,kheath@example.com,6693872255,Agricultural engineer,3700,Finance,Cold Call,,27.0,73,Contacted,2023-05-11,2024-10-18,2024-12-01
8359,Herman and Sons,Julie Mckee,janethansen@example.com,(837)299-1541x79824,Video editor,3984,Healthcare,Social Media,,,83,New,2023-04-09,2024-03-18,2024-06-03
8360,Turner-Payne,Jeffrey Peters,shawn05@example.net,+1-205-593-9700,Advertising account executive,2275,Retail,Cold Call,17.0,35.0,14,Qualified,2024-12-06,2024-03-10,
8361,Brown-Cox,Sheri Smith,dylan25@example.org,486-620-5951x08951,"Engineer, aeronautical",9189,Healthcare,Email Campaign,10.0,35.0,10,Qualified,2023-11-02,2023-05-18,
8362,"Harris, Ryan and Davis",Nicholas Morgan,dbrown@example.org,(746)508-3755x58155,Risk manager,4683,Manufacturing,Social Media,,40.0,57,Converted,2024-11-02,2024-12-14,
8363,Lowery-Andrews,Susan Duran,atkinsstacy@example.net,8769078117,"Editor, film/video",5252,Education,Referral,,,44,Disqualified,2023-01-07,2023-06-03,
8364,Baker Inc,Clinton Martinez,fhunt@example.net,403-301-2860x3008,Magazine journalist,4383,Manufacturing,Email Campaign,3.0,34.0,83,Contacted,2023-09-23,2024-09-09,
8365,Stewart-Scott,Haley Reed,mowens@example.net,(849)880-9396x22369,"Pharmacist, hospital",4851,Healthcare,Email Campaign,,19.0,6,Contacted,2024-06-21,2023-07-03,
8366,Thompson Inc,Erica Bennett,galvangina@example.net,462.675.3831,Pharmacologist,5794,Retail,Website,,7.0,60,Contacted,2023-05-15,2023-07-16,2024-12-26
8367,Hunter-Robinson,Patrick Wise,ubright@example.com,259.883.3596,Textile designer,1733,Healthcare,Email Campaign,9.0,,47,Qualified,2024-09-22,2023-05-01,
8368,Reed PLC,Stephen Mitchell,tylerscott@example.org,668.592.1252x0399,Special effects artist,3158,Technology,Trade Show,11.0,37.0,19,Disqualified,2023-09-02,2023-04-26,
8369,"Cantrell, Bryan and Mccoy",Heather Orozco,sgoodwin@example.org,8078574566,"Presenter, broadcasting",7193,Finance,Partner,18.0,14.0,2,Disqualified,2023-07-16,2023-09-23,2023-02-11
8370,"Gonzales, Kim and Cohen",Joshua Adams,amandamoyer@example.org,8069777439,Further education lecturer,4470,Education,Website,19.0,25.0,72,Qualified,2024-10-21,2024-01-24,
8371,Hurst-Rogers,Timothy Johnson,michelle18@example.org,256-209-3112,Clinical cytogeneticist,4820,Retail,Website,13.0,,48,New,2024-06-04,2024-09-17,
8372,Collins-Palmer,Vicki Leon,hesterjoe@example.com,+1-975-686-9095x11934,Race relations officer,3915,Technology,Email Campaign,4.0,17.0,28,New,2023-08-21,2023-10-07,
8373,Medina LLC,Jessica West,bsmith@example.net,366-349-3288,Manufacturing engineer,6191,Finance,Trade Show,,,55,Converted,2023-05-02,2023-01-12,
8374,"Garcia, Gentry and Scott",Devin Payne,jeffrey65@example.com,910.200.8445,"Editor, commissioning",6823,Education,Social Media,,9.0,79,New,2023-10-23,2024-05-24,
8375,"Brooks, Mccormick and King",Thomas Allen,jose67@example.com,+1-919-276-7589,"Designer, fashion/clothing",5124,Finance,Social Media,,47.0,87,Disqualified,2024-02-06,2023-06-23,2024-12-02
8376,Ochoa Ltd,Jeffrey Roberts,michael65@example.org,001-451-772-0695x646,Dispensing optician,1211,Education,Email Campaign,8.0,30.0,84,Contacted,2024-07-04,2024-06-23,
8377,"Lozano, Freeman and Miller",Tyler Riley,tracijohnson@example.net,568-929-2513,Regulatory affairs officer,1062,Manufacturing,Cold Call,,,16,Qualified,2024-07-24,2023-12-30,
8378,White Inc,Terry Woodard,kent53@example.org,6074248763,Tourist information centre manager,6916,Retail,Website,,,25,Qualified,2024-06-24,2023-05-16,2024-11-16
8379,Benitez-Carter,Donald Hill,dwilliams@example.org,(455)830-7914x247,"Administrator, charities/voluntary organisations",2998,Technology,Referral,7.0,,89,New,2023-01-16,2023-11-26,2024-08-30
8380,Thompson Group,Bruce Turner,shannoncastillo@example.com,001-241-960-4187x43322,IT technical support officer,9155,Manufacturing,Cold Call,15.0,,43,Disqualified,2023-08-04,2024-05-04,
8381,Smith-Evans,Rachel Meyer,john31@example.org,207-543-4935x0853,Mechanical engineer,8649,Healthcare,Referral,3.0,5.0,30,Disqualified,2024-09-20,2024-09-26,
8382,"Grimes, Hernandez and Wheeler",Samantha Maldonado,dawnvillegas@example.com,(399)841-5868,"Scientist, research (life sciences)",6253,Retail,Referral,19.0,,83,Qualified,2023-08-30,2023-01-15,2024-07-04
8383,Hardy and Sons,Timothy Cooke,madeline65@example.org,(355)685-2519x38905,Housing manager/officer,2841,Healthcare,Cold Call,,33.0,45,New,2024-02-11,2024-04-03,
8384,"Shaffer, Fisher and Harding",Tanya Robles,jennifer06@example.net,732-673-3252,Retail buyer,2267,Finance,Website,15.0,9.0,30,New,2023-09-26,2024-11-25,
8385,Mccoy PLC,Dawn Shaw,teresa40@example.net,(726)986-6503x34356,Senior tax professional/tax inspector,5455,Technology,Referral,19.0,18.0,7,Converted,2023-03-19,2023-10-03,
8386,Edwards Group,Eric Kaiser,apeters@example.org,001-856-637-0544x06959,"Accountant, chartered",15,Retail,Email Campaign,10.0,,87,Contacted,2023-02-01,2023-01-30,
8387,"Moss, Haynes and Larson",Rachel Garcia,shafferlori@example.net,001-308-443-3462x1461,Youth worker,7605,Healthcare,Cold Call,15.0,43.0,29,Contacted,2024-02-02,2024-09-02,
8388,"Villa, Raymond and Mendez",Karen Black,jmcintyre@example.org,001-821-385-1951,"Designer, ceramics/pottery",4400,Healthcare,Trade Show,11.0,11.0,16,Disqualified,2023-04-26,2024-01-24,2024-02-07
8389,Smith Inc,Elizabeth Bates,mckayjason@example.net,(360)998-1050x529,Commercial/residential surveyor,749,Manufacturing,Email Campaign,16.0,29.0,20,Converted,2024-12-25,2023-03-28,
8390,Little-Sims,Susan Cross,burtonkristen@example.org,590-612-5392x569,Transport planner,535,Retail,Website,18.0,10.0,12,Disqualified,2024-12-09,2024-07-05,2023-09-10
8391,Baker-Anthony,Jose Moore,lisagibson@example.com,+1-944-654-0815,Youth worker,5922,Healthcare,Referral,9.0,,77,Qualified,2024-10-09,2023-07-17,
8392,Campbell-Bishop,Jennifer Kelley,robertwalker@example.net,+1-643-683-1861x1804,"Engineer, maintenance (IT)",6296,Manufacturing,Trade Show,11.0,2.0,47,Disqualified,2024-10-14,2023-11-18,
8393,"Herrera, Elliott and Sanders",Omar Rivera,brockaudrey@example.com,+1-479-988-0754,"Librarian, public",8553,Retail,Email Campaign,,16.0,8,New,2024-06-08,2023-02-11,
8394,Cole-Morgan,Tracey Hoffman,oliverjacob@example.net,(217)441-3447x7071,Travel agency manager,404,Retail,Referral,8.0,,100,New,2023-03-08,2023-05-22,
8395,"Santiago, Johnson and Chambers",Mike Richmond,alyssa98@example.org,001-355-993-8579,Occupational psychologist,2799,Healthcare,Referral,2.0,32.0,58,Disqualified,2023-11-18,2023-07-08,
8396,White-Turner,Jermaine Martinez,mortonsean@example.net,(916)961-8710,"Scientist, research (life sciences)",8719,Healthcare,Website,,4.0,16,Converted,2024-10-19,2024-12-05,
8397,Morales-Branch,Eduardo Jones,agray@example.org,(533)509-7744x921,Trade union research officer,4506,Healthcare,Social Media,5.0,28.0,76,Qualified,2024-03-13,2023-10-31,2023-02-26
8398,"Vazquez, White and Lopez",Randy Arnold,amy65@example.net,(544)528-5797x779,Geophysicist/field seismologist,6885,Finance,Trade Show,,19.0,47,Qualified,2023-05-24,2024-05-28,2023-01-30
8399,Jones-Ramirez,Rodney Martinez,diana08@example.org,(620)280-3236x6962,Artist,6028,Finance,Referral,,19.0,30,Contacted,2023-11-10,2024-11-24,
8400,Orr Group,Steven Villa,hsmith@example.net,6699707915,"Radiographer, diagnostic",5622,Healthcare,Referral,,50.0,25,Converted,2024-12-03,2023-12-10,
8401,Wilkins Ltd,Laura Hobbs,ubruce@example.org,542-957-3005,"Designer, industrial/product",2018,Manufacturing,Partner,18.0,27.0,49,Disqualified,2024-07-11,2024-04-26,
8402,Taylor and Sons,Steven Valdez,curtis22@example.org,001-595-500-1909,Speech and language therapist,5292,Finance,Cold Call,,8.0,63,Disqualified,2024-07-17,2023-07-24,
8403,Scott-Adams,Brian Kline,phanson@example.org,(591)317-5935,"Engineer, petroleum",1364,Finance,Social Media,12.0,21.0,96,Converted,2024-01-29,2023-03-21,2023-03-31
8404,Arias-Wolfe,Christopher Martinez,iortega@example.com,+1-871-636-6928x9183,Dispensing optician,7063,Education,Referral,,25.0,23,Disqualified,2024-09-06,2024-03-02,
8405,Ross-Fitzgerald,Mark Diaz,emily79@example.net,473.841.4230x7073,"Scientist, research (medical)",9914,Technology,Website,,,8,Disqualified,2023-09-03,2024-08-08,2024-03-10
8406,Elliott-Lewis,Kimberly Bell,huntmarissa@example.com,(338)256-5181x3844,Special educational needs teacher,5328,Healthcare,Website,18.0,,41,Disqualified,2023-03-20,2024-12-14,
8407,Mann-Jensen,Melanie Hudson,cooperlindsey@example.net,001-743-706-3364x08883,Forest/woodland manager,8516,Retail,Referral,,24.0,96,Converted,2023-06-04,2024-02-04,2024-01-21
8408,Powers-Contreras,Jennifer Garcia,rwallace@example.com,638.756.5100x9976,Personnel officer,3108,Retail,Email Campaign,5.0,27.0,64,Converted,2024-10-04,2024-10-30,
8409,Jones-Miller,Austin Carpenter,coffeytyler@example.com,+1-814-863-1069x236,Product/process development scientist,7535,Education,Referral,18.0,39.0,20,New,2024-10-05,2023-12-24,
8410,Ellison Inc,Diana Williams,ggilbert@example.org,661.675.4056x369,Arts administrator,4226,Finance,Partner,17.0,47.0,90,Contacted,2024-05-27,2023-11-06,
8411,Taylor Ltd,Mark Garcia,millermichelle@example.com,6033446511,"Biochemist, clinical",9935,Finance,Social Media,18.0,,36,Converted,2023-01-17,2023-01-22,
8412,"Young, Martinez and Clark",Shaun Chang,christopher46@example.com,(850)200-6985x06819,Retail manager,2613,Education,Referral,14.0,11.0,69,Converted,2024-09-17,2023-05-03,
8413,Nichols and Sons,Angel Thomas,courtneyquinn@example.net,(582)645-2483x04028,Agricultural engineer,8461,Technology,Website,,9.0,8,Contacted,2024-03-17,2023-11-05,
8414,"Rivera, Little and Aguilar",Sean Zamora,sabrinakelly@example.org,001-772-431-7669x509,Tourist information centre manager,4522,Healthcare,Partner,,,21,Disqualified,2024-10-21,2023-09-07,2023-11-23
8415,Nelson Inc,Tyrone Collins,tammybradley@example.net,001-469-485-6018x2686,Paramedic,9861,Manufacturing,Cold Call,18.0,9.0,73,Contacted,2024-12-22,2023-06-20,2023-01-21
8416,Hines-Estes,Joseph Ross,juan81@example.org,7038921086,Market researcher,9322,Manufacturing,Website,,11.0,43,New,2023-05-10,2023-04-28,
8417,Austin-Andrews,John Forbes,nicholasrodriguez@example.com,493.999.1796,Glass blower/designer,8308,Finance,Website,14.0,14.0,98,Converted,2024-09-08,2023-11-27,
8418,"Nunez, Walker and Nelson",Jeremy Kelley,richardsonjohn@example.com,976.269.9376,Actuary,7478,Technology,Website,16.0,40.0,28,Contacted,2023-08-25,2023-12-29,2023-05-05
8419,"Phelps, Clark and Miller",April Wells,rcampbell@example.org,(498)743-1180x2532,Solicitor,6896,Education,Social Media,,7.0,61,New,2024-10-25,2023-09-07,
8420,Walker Ltd,Joseph Crawford,jesse15@example.com,4514207901,Insurance underwriter,1183,Manufacturing,Partner,19.0,39.0,83,Disqualified,2023-07-11,2023-04-29,
8421,Walls Inc,Patricia Bennett,curtis82@example.org,001-716-433-0654x221,"Surveyor, land/geomatics",1737,Technology,Email Campaign,3.0,5.0,47,New,2023-09-17,2023-09-24,
8422,"Stewart, Wagner and Perkins",Megan Barnes,wrightdavid@example.com,001-791-713-9080x0856,Ergonomist,7524,Finance,Referral,,15.0,5,Qualified,2023-10-29,2023-03-27,2023-01-13
8423,"Cervantes, Murray and Harmon",Warren Arnold,tammy99@example.org,(306)487-7563x2965,Veterinary surgeon,2283,Retail,Website,7.0,38.0,1,Converted,2024-07-05,2024-12-08,
8424,"Roach, Collins and Wright",Jason Montoya,omack@example.com,(340)573-0833,Public relations account executive,5563,Finance,Partner,4.0,37.0,52,Disqualified,2023-07-10,2024-12-08,
8425,"Robinson, Roach and Dickerson",Anthony West,riveracrystal@example.com,687.312.2920x774,Counselling psychologist,7235,Manufacturing,Website,,37.0,91,Contacted,2024-09-30,2024-04-01,
8426,Mclaughlin LLC,Lori Curry,michael53@example.org,8772351818,Holiday representative,7654,Technology,Email Campaign,,25.0,88,New,2023-04-06,2023-09-24,
8427,Crawford-Oliver,Todd Krueger,ikelly@example.com,+1-513-766-6824x3923,Commercial art gallery manager,4928,Finance,Cold Call,,35.0,9,Qualified,2024-09-18,2023-09-01,2023-05-15
8428,"Russell, Cuevas and Baker",Douglas Thompson,jacksontamara@example.com,(555)373-5792x43846,"Research officer, government",1105,Finance,Email Campaign,,1.0,48,Contacted,2023-11-22,2023-03-09,
8429,Brown-Garza,Heather Black,richardsontracey@example.com,+1-562-809-7274,Barista,1543,Technology,Social Media,14.0,13.0,53,New,2024-02-15,2024-12-07,
8430,Wong-Ochoa,Mike Butler,craig65@example.org,229-820-6871,Acupuncturist,4113,Finance,Referral,9.0,8.0,96,New,2024-07-01,2024-02-07,
8431,"Aguilar, Zimmerman and Estrada",Karina Clark,meganhubbard@example.net,001-729-356-7807,Garment/textile technologist,759,Education,Email Campaign,5.0,28.0,5,Qualified,2024-01-18,2024-02-25,
8432,Brown LLC,Melissa Bennett,hillstephen@example.net,986.593.4306,Camera operator,5283,Retail,Cold Call,4.0,16.0,97,Contacted,2023-10-13,2023-02-15,
8433,Campbell-Neal,Ashley Miller,cody64@example.org,001-905-982-5628x7674,"Investment banker, operational",5355,Technology,Referral,,22.0,78,Converted,2023-03-01,2024-06-25,2024-04-13
8434,"Bradford, Wheeler and Gay",Brandy Potter,russellbarbara@example.org,739.854.7589,Corporate treasurer,927,Technology,Social Media,6.0,27.0,100,Converted,2024-10-22,2023-12-31,2023-04-09
8435,"Ayala, Sullivan and Mays",Seth Swanson,lescobar@example.com,+1-714-403-3456x0287,"Programmer, systems",4295,Manufacturing,Social Media,1.0,,30,Disqualified,2024-03-15,2024-07-11,
8436,Ward Ltd,Adrian Martin,fwilliams@example.com,(643)470-4789x824,Manufacturing systems engineer,9721,Education,Cold Call,4.0,21.0,49,Converted,2024-05-28,2023-03-01,2023-02-07
8437,Flowers Inc,Linda Howard,beardamanda@example.com,+1-847-859-8359x0192,"Pharmacist, hospital",9813,Technology,Website,,5.0,60,New,2023-02-17,2023-06-25,
8438,Zimmerman-Coffey,Sherri Guzman,kirkcaitlyn@example.org,392.680.9840x034,Management consultant,5316,Manufacturing,Partner,12.0,49.0,3,Qualified,2024-03-16,2024-10-29,
8439,Flores-Chapman,Miss Teresa Schmidt,maldonadoebony@example.com,647.631.5429,"Exhibitions officer, museum/gallery",427,Education,Social Media,17.0,20.0,8,Contacted,2023-12-07,2024-04-29,2024-06-12
8440,"Garcia, Maddox and Morgan",Alyssa Dawson,robert68@example.org,267-359-2323,Adult guidance worker,3869,Manufacturing,Trade Show,2.0,12.0,33,New,2024-05-06,2023-04-20,2023-11-21
8441,Bryan-Cohen,Michael Rivera,kristinmack@example.org,001-670-279-4488x7772,Astronomer,6578,Education,Trade Show,,14.0,63,Converted,2023-07-15,2024-12-23,
8442,"Krause, Schultz and Cooper",Ralph Mccall,emmamcdonald@example.net,439-908-5605x4779,Chief Operating Officer,4743,Technology,Trade Show,,45.0,52,Contacted,2023-01-10,2023-08-27,
8443,Brown Ltd,Kelsey Pollard,brent60@example.org,001-718-650-6304x67357,Industrial/product designer,513,Retail,Trade Show,,37.0,96,Disqualified,2023-07-07,2023-03-14,
8444,Brown and Sons,Gregg Daniels,william11@example.net,(497)556-8770x3621,Community arts worker,1828,Retail,Referral,8.0,,27,Disqualified,2023-07-29,2024-03-21,
8445,Smith-Allen,Danielle Sanchez MD,gail35@example.org,+1-254-345-0486,"Surveyor, building control",2546,Finance,Partner,,49.0,74,Converted,2024-05-14,2024-06-20,2024-03-14
8446,"Pitts, Martinez and Chapman",Robert Graves,warrensusan@example.net,+1-586-800-5576x65003,"Engineer, materials",8485,Technology,Social Media,9.0,28.0,80,Disqualified,2024-08-27,2023-06-24,
8447,"Bell, Campbell and Gonzalez",Christine Smith,monica20@example.net,+1-919-745-6277,"Administrator, Civil Service",557,Retail,Website,,32.0,25,Converted,2023-04-14,2024-12-26,2023-01-21
8448,Blevins Ltd,Justin Lopez,curtis16@example.net,(745)369-2129x5972,"Programmer, systems",8038,Healthcare,Partner,19.0,39.0,67,New,2024-02-17,2023-06-13,
8449,"Carter, Ross and Reyes",Jordan Mcdaniel,amanda42@example.com,9522223616,Manufacturing systems engineer,5438,Healthcare,Referral,20.0,43.0,77,Disqualified,2024-02-13,2024-09-02,2023-01-25
8450,Wright-Rice,Antonio Fletcher,vbecker@example.net,964.358.0064x2643,Broadcast presenter,1276,Healthcare,Referral,1.0,9.0,55,Qualified,2023-01-15,2024-05-04,
8451,Morrison PLC,Nancy Lawson,wadams@example.net,+1-633-332-2547x4127,Dentist,1553,Retail,Social Media,19.0,41.0,47,New,2024-06-02,2024-06-04,
8452,Robles LLC,Andrew Good,mitchellscott@example.org,+1-638-247-5831x12092,Quarry manager,1412,Retail,Social Media,12.0,,43,New,2024-01-28,2024-11-14,2024-05-29
8453,Reynolds-Friedman,Tammy Anderson PhD,allenedward@example.net,826.270.9901,Diagnostic radiographer,6943,Technology,Email Campaign,15.0,36.0,56,Converted,2024-11-15,2023-10-12,
