customer_id,company_name,contact_name,email,phone,industry,company_size,segment_id,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,decision_makers
3723,"Anderson, Smith and Owen",Cynthia Lopez,johnhubbard@example.com,(330)883-8614x2900,Finance,7215,5,Platinum,2023-01-13,2023-07-18,Guinea-Bissau,Indiana,Johnburgh,4481885,4
3724,Adams PLC,Bradley Flores,xbriggs@example.com,983.539.0887,Technology,4753,1,Silver,2024-07-31,2023-07-21,Austria,Maine,West Charlene,8331225,5
3725,Schwartz Inc,John Brown,xmartinez@example.net,+1-343-383-8590x086,Manufacturing,5307,1,Platinum,2023-08-01,2023-04-06,Malawi,Illinois,Ashleytown,8891224,8
3726,"Gallagher, Griffith and Black",Susan Williams,wilsoncarrie@example.org,001-693-292-2463,Technology,918,6,Platinum,2023-01-27,2023-08-10,Costa Rica,Nebraska,Port Holly,2428107,6
3727,Wu PLC,Dominic Pittman,jamesgonzalez@example.net,(977)962-7076,Manufacturing,4887,2,Platinum,2024-01-12,2024-10-18,Luxembourg,Delaware,Valeriemouth,481235,4
3728,Webster-Cowan,Deborah Thomas,parkerdominique@example.net,234-653-8889,Manufacturing,7257,6,Silver,2024-04-23,2023-11-27,Jersey,New Mexico,Jacquelinemouth,7231193,8
3729,Marshall LLC,Steve West,chamberslisa@example.org,+1-395-625-6902x4486,Manufacturing,7051,3,Silver,2024-09-06,2023-03-28,Vanuatu,California,Lake Kathrynside,5725255,8
3730,Thomas Ltd,John Hamilton,contreraspatrick@example.org,(555)326-8337x4721,Education,5779,2,Platinum,2023-02-15,2024-02-16,Palau,Arkansas,Yoderstad,2707314,7
3731,Wood-Potter,Anthony Cooper,paulbrowning@example.com,549-689-8502,Retail,9936,3,Bronze,2024-08-11,2023-01-26,Fiji,Idaho,Nielsenberg,283743,8
3732,"Weiss, Ferrell and Cummings",Kenneth Kerr,tiffanyscott@example.com,516.807.4080,Government,9262,6,Gold,2024-01-04,2024-08-28,Gibraltar,Missouri,Lesliefurt,2276512,9
3733,Tran-Floyd,Tiffany Smith,wsolomon@example.org,+1-981-712-6288,Healthcare,6438,2,Silver,2024-03-04,2023-12-03,Suriname,Montana,Parkview,2111900,10
3734,Pugh Ltd,Anthony Donovan,mmiller@example.com,001-612-911-6428x18114,Healthcare,8302,3,Silver,2024-09-25,2024-04-09,Jordan,South Carolina,Lake Wanda,1321922,6
3735,Carter Inc,Kenneth Adams,grahamjustin@example.com,205-397-4778x222,Technology,2060,4,Bronze,2024-05-06,2024-03-23,Gabon,Idaho,Jordanton,7211997,7
3736,"Wilkerson, King and Steele",Gail Diaz,clarkkathleen@example.com,+1-938-625-9951x9722,Healthcare,2200,4,Bronze,2024-01-25,2024-06-07,South Africa,Illinois,Hardinport,4584356,6
3737,Landry-Rodriguez,Allison Smith,portermichelle@example.com,001-297-902-6721x5609,Manufacturing,1317,1,Gold,2024-08-12,2024-11-21,Monaco,Wyoming,West Brandonport,513203,7
3738,Beck-Reese,Karen Pratt,richardcarter@example.org,001-559-514-8938,Healthcare,4136,5,Platinum,2023-06-05,2023-10-26,Monaco,Idaho,Lake Troy,7176397,6
3739,"Graves, Hughes and Castillo",Kaitlin Singleton,phyllispitts@example.org,+1-653-625-8139,Manufacturing,349,1,Bronze,2023-11-21,2023-07-14,Sweden,Wyoming,Charlesfort,785613,10
3740,"Smith, Jones and Miles",Pamela Murray,sarah87@example.net,582.529.7120x302,Finance,8951,1,Platinum,2023-11-20,2023-09-22,Liberia,Maine,Lake Tamaraberg,3596601,1
3741,Ford-Short,Joshua Pugh,xlong@example.net,001-332-795-4068x28304,Government,1300,4,Silver,2023-07-13,2024-01-25,Madagascar,Alaska,South Angela,9799495,3
3742,Deleon and Sons,James Campbell,ashleyedwards@example.org,651-280-2956x62837,Technology,6884,3,Bronze,2023-11-30,2024-05-22,New Caledonia,Alaska,Russellton,2734950,5
3743,Baker PLC,Joseph Ross,lramsey@example.com,6018690685,Education,1614,2,Platinum,2023-12-25,2023-05-03,North Macedonia,Alabama,Jeremyfort,1793642,7
3744,Allen LLC,David Williams,juliemoreno@example.net,(924)320-9862x296,Education,7403,3,Bronze,2023-06-10,2023-10-04,Uzbekistan,New York,Katherinefurt,600450,10
3745,Ho-Cunningham,Joshua Thomas,jason63@example.org,+1-669-299-9394,Government,1988,6,Silver,2023-12-03,2023-04-28,Sao Tome and Principe,Minnesota,Tammyton,3014821,4
3746,Rodriguez-Wilkinson,Dale Roberts,pdavis@example.net,001-855-582-1290,Technology,7764,2,Silver,2024-02-08,2024-08-14,Germany,Missouri,East Darlene,4102456,2
3747,"Ibarra, Johnson and Singh",Dylan Cooper,jacobjohnson@example.com,(411)481-1033x898,Healthcare,3286,6,Platinum,2023-08-26,2024-04-04,Cuba,Maryland,North James,2933567,2
3748,Anderson-Frye,Cody Edwards,fowlermichelle@example.org,414.916.4751x618,Manufacturing,9074,6,Gold,2023-12-27,2024-11-13,Brunei Darussalam,South Carolina,Aliciastad,9765498,9
3749,Hayden-Galvan,Troy Clark,thomasheather@example.org,580-380-6400x20960,Technology,9188,5,Bronze,2023-01-09,2023-11-10,Tokelau,Utah,Matthewton,4360386,5
3750,"Jackson, Medina and Lee",Paul Wood,qhopkins@example.org,940-275-8447x8213,Healthcare,9884,2,Bronze,2023-05-06,2023-07-21,Monaco,Idaho,North Christinachester,1129974,1
3751,Harrison-Johnson,Rodney Hall,fhansen@example.com,591-950-4688,Education,5249,6,Silver,2023-08-08,2023-11-20,Zambia,Illinois,Benjaminland,8581500,1
3752,Clark-Nelson,Pamela Walker,wmason@example.org,(957)927-3114x9364,Retail,4530,6,Platinum,2023-11-21,2023-06-25,Vanuatu,Washington,Karenfurt,1723483,3
3753,"Flores, Miranda and Martinez",Dr. David Rich MD,graymichael@example.com,+1-330-490-9974x83366,Education,6108,1,Platinum,2024-10-17,2023-09-19,Germany,Illinois,North Harry,6651744,10
3754,"Mcneil, Green and Kelly",Jason Finley,johncoleman@example.net,001-362-454-5229x970,Retail,6091,3,Silver,2024-07-19,2023-10-18,Serbia,Texas,Lake Shawn,3228386,4
3755,Chambers PLC,Amber Howell,jeffreytaylor@example.net,6408193879,Education,2836,5,Gold,2024-02-16,2024-12-29,Cyprus,Maine,East Johnchester,704632,8
3756,Campos-Reyes,Cynthia Carson,heather23@example.com,+1-754-973-0742x4229,Education,8775,3,Bronze,2023-04-09,2023-07-08,Congo,Virginia,Kaylastad,1948855,6
3757,Miller Inc,Andrew Williams,wangmelissa@example.org,+1-752-401-2377x8548,Retail,6858,6,Silver,2024-05-04,2023-05-15,Aruba,Washington,Port Michael,398316,5
3758,Esparza LLC,Carol Foster,frobles@example.com,420.591.2596x518,Manufacturing,7721,5,Silver,2024-12-17,2024-09-11,North Macedonia,Indiana,Hullville,942701,8
3759,"Gonzalez, Ingram and Schmidt",Steven Burke,hhenderson@example.net,(226)613-2531x837,Manufacturing,6383,2,Platinum,2023-02-03,2024-07-09,Trinidad and Tobago,Delaware,Lake Jocelyn,2364109,3
3760,"Williams, Figueroa and Smith",Joshua Burch,elarsen@example.com,001-497-437-0663,Retail,7944,1,Bronze,2024-09-18,2023-05-17,Austria,Montana,North Kevinberg,7116649,9
3761,Walker-Martinez,Christina Freeman,guerrerotina@example.net,+1-366-627-7148x7543,Manufacturing,6522,4,Silver,2024-12-07,2024-04-29,Jamaica,Tennessee,Stantonton,9607456,6
3762,Johnson PLC,David Thompson,fryemichelle@example.com,264-891-8598,Retail,9670,6,Gold,2024-01-22,2023-02-14,Slovenia,Montana,West Caitlinside,3437741,2
3763,Lee-Sparks,Timothy Gibson,melindacrawford@example.net,001-376-885-5016,Manufacturing,6397,5,Platinum,2023-02-15,2023-04-28,Senegal,Alabama,Moodybury,9060704,8
3764,"Phillips, Calderon and Lee",Allison Wells,william64@example.org,680-590-3237,Healthcare,7431,6,Bronze,2023-02-24,2024-04-19,Zimbabwe,Illinois,South Katrina,2709569,7
3765,Thornton-Jenkins,Yvonne Turner,logan16@example.com,(901)292-2700x437,Manufacturing,4832,6,Platinum,2024-10-04,2024-11-11,Palestinian Territory,Texas,Powerschester,2530482,7
3766,"Knight, Brooks and Tucker",Andrea Lawrence,derrick69@example.org,001-330-600-8494x45224,Government,3709,5,Gold,2023-07-10,2024-04-07,Guadeloupe,Massachusetts,Joneshaven,8883748,5
3767,Franklin-Garcia,Tyler Fields,david84@example.com,331-610-1968x380,Manufacturing,2480,2,Platinum,2024-05-20,2023-05-26,Cayman Islands,Illinois,North Amy,8428632,3
3768,Hayes-Humphrey,Jacob Brown,kennedyjoseph@example.net,(253)538-8088x2831,Education,6724,1,Silver,2024-04-16,2024-09-08,Saint Vincent and the Grenadines,Virginia,New Kimberly,8749263,4
3769,Bradley-Silva,Tracy Gonzalez,darnold@example.net,219.634.2205,Government,7039,1,Bronze,2024-04-26,2024-09-05,Bulgaria,New Jersey,Reyesmouth,490575,3
3770,Perez-Mckay,Vincent Lopez,collinsjames@example.net,001-955-809-4993x5727,Healthcare,4147,4,Bronze,2024-07-11,2024-12-27,Japan,Washington,Lake Micheleton,5328760,3
3771,Yates-Wells,Holly Wright,david39@example.net,001-554-925-0927x43106,Technology,8746,1,Gold,2023-01-11,2024-09-09,Marshall Islands,Alaska,Port Brent,1712379,6
3772,"Rodriguez, Snyder and Chen",Robert Green,dillonalexis@example.org,369.376.7865x185,Education,1739,6,Platinum,2023-05-04,2024-08-08,Netherlands Antilles,Louisiana,West Jamesshire,8888181,7
3773,Clements-Torres,Jade Sullivan,lewiskevin@example.org,961-662-5021,Retail,6725,1,Bronze,2024-03-05,2023-02-04,El Salvador,New Jersey,South Matthewmouth,8877652,1
3774,Brown-Wilson,Michael Peterson,paul84@example.net,381.310.0535,Technology,6400,3,Platinum,2024-06-06,2023-11-09,Guatemala,Wyoming,Hornshire,6006507,9
3775,"Lowery, Clay and Allen",Tyler Ortiz,julieavila@example.com,(427)808-4205,Technology,4536,6,Silver,2024-01-17,2023-11-11,United Kingdom,Utah,New Daleview,3697961,7
3776,Jones LLC,Kimberly Holmes,christophercardenas@example.com,459.609.7259,Manufacturing,4691,3,Silver,2023-12-30,2024-02-21,Saint Vincent and the Grenadines,North Carolina,Wadehaven,9956163,3
3777,Lopez Group,Rebecca Kane,tylerelliott@example.com,(562)593-4931x9061,Education,3120,4,Gold,2023-01-25,2023-08-27,Ireland,Colorado,East Sharon,7230671,4
3778,Hunt-Young,Jordan Long,melissagonzalez@example.com,(291)979-0994x04727,Healthcare,1585,1,Platinum,2023-04-13,2024-07-23,Lesotho,Ohio,East Julie,7792479,5
3779,"Williams, Lawson and Gonzales",Anthony Thomas,richardmurphy@example.net,612-974-0615,Manufacturing,1491,5,Gold,2024-01-25,2023-12-01,Slovakia (Slovak Republic),New Mexico,Jamesfurt,7878407,8
3780,"Norman, Campbell and Davis",Raymond Nichols,kari37@example.com,(604)223-7969x959,Technology,9812,2,Bronze,2023-03-08,2024-06-04,Tunisia,New Hampshire,Alexanderstad,2950560,2
3781,Lamb and Sons,Brandi Zamora,brianhill@example.net,655.573.6503x889,Government,8277,6,Platinum,2024-10-10,2023-05-18,Georgia,New Hampshire,Christopherview,7856190,4
3782,"Blackwell, Williams and Welch",Danny Gibbs,dmeza@example.net,370.724.0533,Finance,6530,5,Gold,2024-04-01,2023-06-11,Trinidad and Tobago,Nebraska,Tiffanyville,3214963,4
3783,Henderson-Barr,Stephanie Armstrong,sherryrogers@example.com,001-258-994-2462,Healthcare,2110,6,Platinum,2024-12-25,2024-07-24,Uganda,Wyoming,Port Matthew,4810353,4
3784,Frank-Garcia,Daniel Stewart,milleralicia@example.com,8509535736,Manufacturing,2798,4,Gold,2023-11-19,2024-11-02,Venezuela,Oklahoma,Wesleyfort,7089862,2
3785,Moore PLC,Raymond Clark,lawrence84@example.com,5499260344,Government,1382,4,Platinum,2023-01-16,2023-12-22,Papua New Guinea,Oregon,Lake Michael,7218059,5
3786,Hodge Inc,Julie Jones,davismark@example.net,001-851-446-3291x463,Technology,3924,1,Gold,2023-09-22,2024-08-13,Liberia,North Carolina,Port Richard,9542420,8
3787,Obrien-Stevens,Luis Hall,robert14@example.net,357.649.9256x0375,Manufacturing,2681,1,Gold,2024-04-05,2023-11-08,United States Minor Outlying Islands,New York,New Laura,6358638,3
3788,Perry-Mitchell,Miranda Kim,hallnathan@example.net,948-343-5885x980,Healthcare,3584,4,Bronze,2024-09-12,2024-01-19,Haiti,North Carolina,East Kaitlinbury,4163190,5
3789,"Rosario, Mercado and Thompson",Amanda Smith,lawsoncandace@example.com,001-554-863-8221,Technology,1183,5,Bronze,2023-02-09,2024-12-15,United States of America,Delaware,Lindashire,1139742,8
3790,Quinn-Gray,Teresa Ray,jacoblevine@example.org,467.391.5083,Finance,3370,6,Bronze,2024-05-28,2023-11-16,Taiwan,Iowa,Thomasmouth,4696024,9
3791,Wood-Ortega,Christopher Gomez,jasonchavez@example.org,849-302-0382,Healthcare,5058,2,Bronze,2024-11-17,2023-11-02,Saint Lucia,Michigan,Carlchester,2970471,9
3792,Oconnor Inc,Erica Hughes,brandon42@example.com,331-234-7955x1312,Technology,401,5,Silver,2023-01-08,2024-12-30,North Macedonia,Wyoming,Austinfort,6659711,3
3793,Randall Group,John Owens,thomas51@example.net,001-377-535-2252,Finance,1210,2,Silver,2024-04-03,2023-01-15,Greenland,California,Strongville,2443040,8
3794,Lee and Sons,Joshua Charles,donnawilliamson@example.org,001-229-906-5571,Manufacturing,7103,5,Bronze,2024-10-23,2023-08-02,Cuba,Colorado,Campbellside,6697057,9
3795,"Roberts, Garrett and Martin",Anthony Flores,rachel95@example.org,+1-531-809-6517x25728,Manufacturing,9535,3,Platinum,2024-04-24,2023-10-24,Suriname,Michigan,West Emily,279923,4
3796,Pham-Washington,Joshua Blackburn,cynthiamoore@example.org,(725)911-8280x910,Healthcare,4890,1,Platinum,2023-12-08,2024-03-22,Israel,Kentucky,North Cassidyfort,1579494,4
3797,Evans-Farmer,Christine Rodriguez,joshuahickman@example.org,2907028224,Technology,6915,3,Platinum,2024-05-06,2024-07-18,Tonga,Maine,Lake Shirley,4209364,8
3798,Winters LLC,Johnathan Murphy,crobbins@example.com,(787)487-7991x39411,Finance,2249,6,Bronze,2023-04-26,2024-03-22,Lebanon,Massachusetts,West Cathyville,3607397,2
3799,Walker-Gonzales,Linda Pollard,lindsey33@example.org,574.972.5614x816,Technology,1785,2,Gold,2024-07-04,2024-08-31,Equatorial Guinea,Louisiana,South Saraton,1817142,1
3800,Fox-Morales,Thomas Williams,kristyavila@example.org,001-225-325-1187x165,Retail,3842,6,Platinum,2023-08-24,2023-01-29,Libyan Arab Jamahiriya,Louisiana,East Darin,3632487,1
3801,Huerta PLC,Luke Holloway,baileycindy@example.net,001-212-697-8958x79597,Finance,2716,4,Bronze,2024-09-11,2023-12-12,Anguilla,Washington,Amyville,6237392,3
3802,"Lopez, Davis and Sharp",Jessica Smith,carpenterphillip@example.org,+1-585-400-0074x65468,Education,5612,1,Bronze,2024-03-29,2024-10-30,Guernsey,New Mexico,Adrianfurt,1436007,7
3803,"Reed, Hill and Adams",Jocelyn Rogers,vcasey@example.net,5968016217,Healthcare,3387,4,Silver,2023-09-22,2023-02-18,Mongolia,Alabama,South Ronald,9068475,4
3804,"Campos, Rios and Floyd",Jennifer Stanton,deborah67@example.org,+1-780-929-9967x62262,Education,2672,4,Gold,2024-04-15,2023-03-20,Philippines,Nebraska,Jeannemouth,5775810,1
3805,Walker LLC,Joshua Jefferson,harveytara@example.com,718.675.9602,Education,5268,4,Platinum,2023-01-12,2024-09-03,South Georgia and the South Sandwich Islands,Iowa,Lake Deanna,5710051,1
3806,Nguyen-Esparza,Olivia Russell DVM,rasmussendonald@example.com,(458)382-8900x4588,Education,6460,2,Platinum,2023-05-02,2023-01-07,New Caledonia,Tennessee,Thomastown,2758988,5
3807,Smith-Hill,Susan Dean,vanderson@example.org,241.206.2769x046,Government,3201,3,Gold,2023-11-05,2023-12-04,Guyana,Colorado,Port Morgan,9859226,10
3808,Brown Inc,Joshua Williams,solisrichard@example.org,280.920.1788x475,Manufacturing,9756,2,Silver,2024-04-21,2023-10-18,Lesotho,Nebraska,Danielmouth,812593,10
3809,Johnson Group,Tammy Fox,jenna70@example.net,(491)962-9569,Healthcare,4604,6,Gold,2023-11-29,2024-05-04,Cook Islands,Hawaii,Reynoldston,8900797,5
3810,Morris-Oconnor,Stephanie Lee,juliemcgee@example.com,767-903-8706x8829,Government,6358,3,Gold,2023-01-18,2023-03-11,Gibraltar,Nebraska,Lake Kristin,9835556,7
3811,Brown-Carlson,Christina Hamilton,mckinneytimothy@example.net,425-907-1293x6673,Technology,4813,3,Bronze,2024-07-15,2024-08-25,Seychelles,Louisiana,West Tracy,7143702,10
3812,Dudley Inc,Lisa Johnson,jenniferhaynes@example.net,497.892.2700x87417,Technology,4428,1,Platinum,2024-02-17,2024-03-02,North Macedonia,Virginia,Isabelberg,6197600,10
3813,Armstrong-Flores,Elizabeth Alvarez,tmyers@example.net,+1-963-812-0489,Government,8303,4,Gold,2023-07-22,2023-07-02,Tanzania,South Carolina,East Spencerside,4792028,5
3814,Cervantes Group,David Barnes,veronica21@example.net,+1-343-584-9702x460,Finance,3623,3,Gold,2024-05-05,2024-03-17,Nicaragua,New York,Ashleeton,586835,4
3815,"Ross, Hunt and Jackson",Matthew Pace,djones@example.org,(904)397-6944x65653,Technology,9130,4,Gold,2024-07-13,2024-11-15,Philippines,Idaho,Justinmouth,5632482,9
3816,"Clarke, Griffin and Ross",Charles Hunter,lindavillarreal@example.org,3853393166,Technology,1782,1,Silver,2024-12-30,2023-04-08,Haiti,Vermont,Baileyton,6890992,9
3817,Jones and Sons,Felicia Clayton,brownbrian@example.net,+1-417-658-4626x3970,Finance,8793,4,Gold,2024-01-30,2023-09-29,Hong Kong,South Dakota,South Darrell,5761806,5
3818,Brown-Rodriguez,Trevor Flynn,gutierrezlori@example.net,414-817-7173x852,Manufacturing,507,6,Gold,2023-10-25,2024-07-22,Andorra,Pennsylvania,Collinsberg,1933049,10
3819,Perez LLC,Aaron Davis,nicole88@example.org,8664991700,Government,8884,2,Bronze,2024-07-25,2024-07-14,Spain,Tennessee,Ellisburgh,9738781,5
3820,"Flores, Holmes and Miles",Jennifer Johnston,marcusballard@example.net,(973)513-3598,Government,5126,2,Gold,2024-02-04,2023-01-03,Namibia,Connecticut,Jillianmouth,9621085,7
3821,Solis Ltd,Tracey Meza,mccoykevin@example.org,732.386.4214x83639,Education,5542,6,Platinum,2023-05-20,2024-07-15,United States of America,South Dakota,East Derrickport,4158039,10
3822,Cole-Richard,Mr. Charles Burton Jr.,valenzuelakristen@example.org,3833628988,Education,8099,1,Bronze,2024-12-13,2024-07-04,Liberia,Rhode Island,Fernandezport,1302498,6
3823,Jordan LLC,Alex Brown,mark10@example.net,(555)214-6198,Technology,6293,6,Bronze,2024-02-08,2024-12-23,Czech Republic,Kentucky,New Stephaniestad,7924318,8
3824,Smith-Alexander,Steve Hawkins,shannonheather@example.net,697-626-5234x39925,Retail,3469,1,Platinum,2023-08-22,2024-01-07,Bosnia and Herzegovina,Georgia,Jacksontown,7575424,7
3825,Foster and Sons,Casey Wallace,laneelizabeth@example.com,755-982-8155,Government,2175,1,Platinum,2024-04-06,2024-02-01,Serbia,Arkansas,Wigginsbury,8620964,7
3826,Jones and Sons,Michael Black,knoxaudrey@example.net,001-594-601-1467x144,Government,2952,3,Platinum,2023-01-29,2024-10-10,Tunisia,Minnesota,New Nicholas,9872647,10
3827,Ferguson-Elliott,Danielle Allen DDS,fallen@example.net,6018879401,Retail,8423,2,Gold,2024-08-04,2023-10-25,Vietnam,North Carolina,Cruzbury,2724779,1
3828,Mann-Taylor,Gabriela Bradley,ronaldduncan@example.org,8999564975,Technology,1972,4,Gold,2023-04-01,2024-10-05,Mauritania,Florida,North Kevin,5420646,9
3829,"Davis, Murray and Wong",Ryan Brown,morenojustin@example.com,(831)428-5062x43822,Finance,3441,2,Platinum,2023-10-26,2023-07-20,Taiwan,Arkansas,Jacquelineview,4351269,5
3830,"Weaver, Horton and Robinson",Gabrielle Mckay,alexanderheather@example.org,4942117623,Retail,914,5,Platinum,2024-01-27,2023-12-27,Uzbekistan,Massachusetts,West Sierrafort,8053854,7
3831,"Hahn, Moss and Taylor",Diane Miller,yreynolds@example.net,684-325-5189x31318,Manufacturing,7482,5,Silver,2023-06-06,2024-09-25,Sweden,New Hampshire,Port Sonyachester,2144308,2
3832,Parker-Anderson,Daniel Medina,alexandria47@example.org,+1-312-484-8787x758,Retail,1935,1,Silver,2023-12-31,2023-06-02,Saudi Arabia,New Jersey,Davismouth,4455293,2
3833,"Brown, Johnson and Salazar",Matthew Figueroa,shahivan@example.org,+1-962-535-2767x41239,Healthcare,9753,5,Platinum,2023-11-01,2024-11-02,Azerbaijan,Rhode Island,Port Shelly,5560157,6
3834,"Steele, Sullivan and Washington",Tammy Meyers,zwelch@example.com,2859707478,Education,2621,5,Gold,2023-07-23,2023-05-12,Benin,North Carolina,South Nathanport,1737773,9
3835,Gonzales LLC,Zachary Deleon,michelle39@example.com,453-424-2871x9605,Finance,1146,5,Bronze,2023-03-14,2023-02-02,Suriname,Nevada,Lake Nancymouth,979848,4
3836,Reed-Clark,Abigail Thomas,meghan17@example.net,(252)552-2182x820,Manufacturing,6281,5,Silver,2024-01-08,2023-12-25,Nepal,Minnesota,Lake Johnport,3923394,7
3837,Shepherd-Lewis,Brian Mckinney,edixon@example.org,385.661.3250,Technology,582,5,Bronze,2023-10-03,2024-04-04,Philippines,California,Jonesbury,8727739,4
3838,"Vaughn, Hart and Thomas",Darren Lee,kimberlyorr@example.com,4053204777,Education,4024,6,Bronze,2023-01-08,2024-12-20,Guinea-Bissau,New Mexico,Port Miranda,8885166,7
3839,"Decker, Perez and Ponce",Tiffany Smith,robertparrish@example.com,323.713.2886x39278,Healthcare,5136,4,Platinum,2024-02-24,2023-05-01,Guyana,New Mexico,Farmershire,1365740,6
3840,"Brewer, Larsen and Roth",Tammy Harmon,andrewwilliams@example.org,001-364-993-5469x3636,Retail,906,5,Silver,2024-09-03,2023-11-17,Bahrain,Texas,Smithport,769008,4
3841,Gomez-Greene,Hannah Rollins,twalton@example.com,001-499-258-3405x97790,Retail,2393,2,Silver,2023-08-11,2023-10-29,Sierra Leone,Oklahoma,Davidmouth,2925435,1
3842,Barrett-Giles,Shannon Ramos,hendrixcharles@example.net,001-816-554-0745x6381,Education,6757,6,Silver,2024-12-21,2023-04-27,Hungary,Montana,New Williamview,8361514,10
3843,"Jones, Krause and Park",Jamie Hoffman MD,hmartin@example.com,981-396-9270x5666,Healthcare,8048,4,Gold,2023-10-02,2023-09-27,Paraguay,Virginia,New Traceymouth,8074140,8
3844,Blackburn-Riggs,Steven Weiss,turnerjames@example.com,423.697.2587x9707,Education,6782,5,Platinum,2024-03-04,2024-01-13,Malaysia,Delaware,Lake Stevenborough,1950481,2
3845,Armstrong-Parsons,Sarah Simmons,franklinvirginia@example.net,900-914-7927x335,Education,3669,2,Silver,2024-08-10,2023-03-03,Indonesia,California,Danieltown,4238488,7
3846,Martinez-Mccall,Carl Friedman,juliewatson@example.org,725.217.3136,Finance,5409,1,Bronze,2023-09-06,2023-01-29,Malaysia,South Carolina,New Patrick,4824502,7
3847,"Haley, Greene and Davis",Charles Garcia,powerssusan@example.net,+1-672-800-2997x33166,Technology,5772,3,Bronze,2024-06-11,2024-01-07,Myanmar,Mississippi,Stephaniebury,6017875,3
3848,Chapman-Jackson,Robert Brooks,cody60@example.org,3706659309,Healthcare,4808,3,Silver,2024-03-16,2024-07-22,Niue,Vermont,North Nathaniel,4230767,4
3849,"Stewart, Wright and Gill",Isabel Rice,marcus18@example.net,001-758-677-4360x01138,Government,7525,5,Silver,2024-08-20,2024-11-05,Falkland Islands (Malvinas),Michigan,Nelsonfort,5670391,8
3850,Gutierrez-Wolf,Richard Mullins,julie93@example.net,(867)999-7141x038,Manufacturing,1921,6,Silver,2024-05-26,2023-08-19,Slovenia,Hawaii,West Zachary,7305399,2
3851,Evans-Walker,Katie Adams,griffinmark@example.com,+1-443-723-9890x857,Government,8109,6,Gold,2024-01-02,2024-08-21,Cambodia,North Carolina,North Allison,6448208,9
3852,"Hernandez, Tran and Wilson",Timothy Hill,wilsondanielle@example.net,+1-838-815-3934,Technology,8831,2,Bronze,2024-03-23,2023-07-21,Greece,New Mexico,Grimesmouth,1375705,4
3853,Jones PLC,Kayla Madden,andrew11@example.net,001-277-316-8006x4212,Healthcare,4111,6,Bronze,2023-09-25,2023-01-22,Aruba,California,Morrisland,2908624,8
3854,Mclean Ltd,Donna Murphy,kyle88@example.net,239.693.2456x98405,Education,9714,3,Gold,2024-05-23,2023-08-20,Philippines,New Jersey,Lake Courtney,6635206,7
3855,"Marquez, Hughes and Armstrong",John Holmes,jasontapia@example.com,8467360588,Education,2368,4,Platinum,2023-12-17,2024-09-16,Suriname,Alabama,West Fernandoland,1248284,6
3856,Porter and Sons,Edward Wong,tsingleton@example.com,2455265802,Healthcare,2174,4,Gold,2024-11-29,2023-12-02,Holy See (Vatican City State),Oklahoma,Cindyton,4657049,5
3857,Smith-Gaines,Patricia White,amy97@example.com,757-708-5330x182,Retail,6723,5,Gold,2024-03-02,2023-07-04,Libyan Arab Jamahiriya,Hawaii,North Adam,9366850,7
3858,"Acosta, Garner and Combs",Melinda Gutierrez,brownthomas@example.com,506-350-3337x5145,Government,4025,4,Bronze,2024-11-04,2023-07-30,Vietnam,Montana,Adammouth,8566194,7
3859,"Miller, Schroeder and Schroeder",Kristy Lamb,pjenkins@example.org,001-975-423-4277x733,Healthcare,4073,2,Gold,2023-03-01,2023-04-30,Haiti,Wyoming,Michellestad,2877174,2
3860,"Townsend, Wheeler and Taylor",Julie Davis,simpsonjared@example.net,+1-459-449-6909x300,Government,781,6,Platinum,2024-08-18,2023-07-12,Nicaragua,Arizona,North Troyborough,242441,10
3861,"Young, Phillips and Roberson",Christopher Carter,jennifer11@example.com,3818328157,Technology,927,6,Platinum,2024-06-25,2023-05-23,China,Texas,Christopherchester,1551423,3
3862,Burke-Sweeney,Pamela Allen,kbryant@example.com,001-333-879-5340x668,Finance,9225,6,Gold,2024-01-20,2023-12-29,Bahrain,Mississippi,Whitneyberg,5716144,3
3863,Hawkins Ltd,Melissa Lawson DDS,williamsdustin@example.net,001-391-221-3795x04772,Retail,6090,5,Platinum,2023-09-18,2023-11-05,Argentina,Hawaii,Lake Chelsea,7478980,6
3864,Heath-Sanders,James Cowan,terri35@example.net,5405444802,Retail,6226,5,Gold,2023-03-09,2024-07-24,Algeria,Michigan,Romerofort,7966136,8
3865,Miller-Travis,Lauren Garza,grayluis@example.com,611.855.5309,Government,9221,1,Bronze,2023-07-30,2024-05-02,Ethiopia,Florida,Anaville,2672503,1
3866,Randall Group,Kelsey Gomez,clementskenneth@example.com,736-755-1665x56251,Manufacturing,7306,4,Platinum,2023-10-31,2023-10-15,Vietnam,North Carolina,Feliciatown,5684508,9
3867,"Sloan, Harrington and Lyons",Kristin Adams,woodardronald@example.net,911-580-7725x04598,Finance,1119,1,Gold,2024-04-19,2023-10-16,Andorra,Arkansas,South Henry,2124780,4
3868,Meyer Ltd,Nathan Kennedy,solisbrian@example.com,+1-221-912-6509x05746,Technology,9766,1,Platinum,2023-04-28,2024-10-10,Liechtenstein,Connecticut,Mooreburgh,9381559,2
3869,"Moore, Bass and Alexander",Adam Levy,harrisdavid@example.org,234.213.2785x217,Manufacturing,9928,4,Silver,2024-01-08,2023-08-17,Luxembourg,California,Port Shawnaview,7805823,5
