lead_id,campaign_id,audience_id,first_name,last_name,email,phone,company,job_title,industry,company_size,lead_source,lead_score,status,created_date,last_activity,converted_date,country,state,city,utm_source,utm_medium,utm_campaign
13576,40,2,Vincent,Ward,nthompson@example.com,336.475.3799x8158,Vazquez and Sons,Oceanographer,Finance,6587,Email,17,Nurturing,2023-03-10,2023-07-09,,Uganda,Louisiana,Yanghaven,email,organic,webinars_campaign_40
13577,45,1,Linda,Bradley,hamiltonalan@example.net,+1-608-699-3905,Williams Inc,"Radiographer, diagnostic",Retail,8393,Direct Mail,32,Contacted,2023-08-03,2024-01-24,,Burundi,Texas,Lake Jason,direct_mail,organic,influencer_campaign_45
13578,21,1,Stacy,Farley,chasenorton@example.com,(767)395-3977x685,Spencer PLC,Land/geomatics surveyor,Technology,8838,Influencer,56,Qualified,2024-09-15,2024-12-04,,Madagascar,Colorado,Port Lisaview,influencer,email,content_marketing_campaign_21
13579,40,2,David,King,holly70@example.com,(858)949-3682,Miller Ltd,Medical physicist,Retail,767,Email,100,Disqualified,2023-03-02,2024-10-10,,Bahamas,Delaware,Juliehaven,email,organic,webinars_campaign_40
13580,36,3,Robert,Garcia,emmapace@example.org,575.425.3244,Johnson-Golden,Investment analyst,Healthcare,1373,Direct Mail,69,Converted,2024-06-29,2024-09-28,,Montenegro,New Hampshire,Torresborough,direct_mail,paid,social_media_campaign_36
13581,49,2,Eric,Wade,zmartinez@example.com,(507)888-6880x1053,Harmon-Clark,Administrator,Manufacturing,8331,Display,86,Qualified,2024-12-24,2024-12-27,,France,Montana,North Kelseyburgh,display,organic,content_marketing_campaign_49
13582,30,3,Chris,Vargas,lsummers@example.org,602-295-6801,Rivera Inc,Psychiatric nurse,Finance,9510,Influencer,17,Disqualified,2024-07-18,2024-09-12,,Uganda,Nebraska,Lindaview,influencer,referral,paid_search_campaign_30
13583,25,2,Gregory,Rush,yjohnson@example.com,3396806113,"Schneider, Velasquez and Boyle",Contractor,Government,9178,Direct Mail,57,New,2024-09-26,2024-10-29,,Vanuatu,Minnesota,Elizabethburgh,direct_mail,paid,paid_search_campaign_25
13584,23,5,John,Foster,vshaw@example.com,(408)260-4512,Johnson and Sons,"Restaurant manager, fast food",Healthcare,8558,Webinars,68,New,2024-12-16,2024-12-28,2024-12-18,Saint Helena,Missouri,East Michaelfurt,webinars,paid,events_campaign_23
13585,17,2,Seth,Underwood,powellmichael@example.net,+1-748-480-5017x25919,"Woods, Hensley and Moran",Chief Marketing Officer,Retail,844,Events,28,Converted,2024-05-01,2023-11-15,,Nepal,Oklahoma,Cathyfurt,events,referral,webinars_campaign_17
13586,39,3,Michael,Bradley,whitelarry@example.org,698-718-2502x3478,Silva-Simon,Music tutor,Healthcare,8301,Content Marketing,72,Nurturing,2023-05-14,2023-05-22,2024-07-23,Syrian Arab Republic,Kentucky,Port Carrie,content_marketing,referral,email_campaign_39
13587,34,7,Seth,Henderson,cchung@example.net,553.462.9772x126,"Stafford, Owen and Murray","Radiographer, therapeutic",Healthcare,5221,Events,72,Converted,2024-05-31,2024-05-27,,Switzerland,Maryland,Anthonystad,events,paid,seo_campaign_34
13588,31,3,Nancy,Rodriguez,umedina@example.org,(277)699-5067,Gonzalez-Harmon,Heritage manager,Technology,4292,Paid Search,62,Contacted,2023-12-04,2024-07-09,,China,Oregon,Lindseymouth,paid_search,paid,events_campaign_31
13589,24,6,Calvin,Santos,burkejames@example.org,001-855-420-0909,Carr Inc,"Biochemist, clinical",Technology,5572,SEO,89,New,2023-08-16,2024-10-18,,Micronesia,Texas,Jasonstad,seo,social,email_campaign_24
13590,7,3,Lynn,Johnson,cperez@example.org,(409)730-3827,Cooper PLC,Academic librarian,Finance,6361,Influencer,79,Qualified,2024-06-24,2024-08-09,,Peru,Massachusetts,Heatherchester,influencer,social,direct_mail_campaign_7
13591,19,5,Nicole,Garcia,harrishenry@example.org,+1-976-833-1257x90456,"Wang, Cunningham and Lloyd","Exhibitions officer, museum/gallery",Retail,9124,Influencer,60,New,2024-07-20,2024-06-09,2024-04-08,Korea,Arkansas,Mccoychester,influencer,referral,direct_mail_campaign_19
13592,33,7,Ruth,Bray,jacqueline11@example.net,(622)719-0769,Hart-Burch,"Exhibitions officer, museum/gallery",Education,711,Display,52,Qualified,2024-07-16,2024-10-05,2024-11-08,Guernsey,Connecticut,Onealburgh,display,email,direct_mail_campaign_33
13593,42,1,Tammy,Oliver,claytonsoto@example.com,+1-392-398-2408x81300,Lee-Sanchez,Warehouse manager,Retail,4128,Direct Mail,76,Qualified,2024-08-10,2024-08-14,,Pitcairn Islands,South Dakota,Casetown,direct_mail,organic,direct_mail_campaign_42
13594,25,2,Michelle,Davis,zsilva@example.net,+1-218-997-4948x7853,"Morse, Dominguez and Atkinson",Tree surgeon,Technology,6378,Direct Mail,70,New,2024-10-04,2024-10-17,2024-12-18,Korea,New Hampshire,East Steven,direct_mail,social,paid_search_campaign_25
13595,9,5,Ryan,Hunt,janet66@example.com,001-243-901-5545,Ho Ltd,Ecologist,Manufacturing,3723,Webinars,5,New,2024-04-12,2023-12-10,,Albania,New Hampshire,Molinaburgh,webinars,email,content_marketing_campaign_9
13596,12,4,Matthew,Boyd,johnsongregory@example.org,532-325-9888,Solis PLC,"Engineer, site",Healthcare,700,Events,55,Converted,2023-10-22,2024-07-15,,Djibouti,New Mexico,Garciashire,events,social,seo_campaign_12
13597,33,7,Nicholas,Mcdowell,cponce@example.com,(268)785-6663,George PLC,Local government officer,Government,9604,Display,70,Qualified,2024-07-28,2024-07-28,,Pitcairn Islands,Minnesota,Buchananstad,display,paid,direct_mail_campaign_33
13598,47,4,Jacob,Burton,dustinmurphy@example.net,884-873-1608,"Washington, Farrell and Newman","Clinical scientist, histocompatibility and immunogenetics",Education,2327,Influencer,89,Disqualified,2023-12-20,2024-04-14,2024-12-05,Russian Federation,Arkansas,North Jenniferhaven,influencer,referral,content_marketing_campaign_47
13599,43,6,Patrick,Vazquez,riggsjon@example.org,833.236.7095x236,Anderson-Garcia,Professor Emeritus,Retail,587,Social Media,18,Nurturing,2024-01-31,2024-08-04,,Benin,Maine,North Amber,social_media,social,seo_campaign_43
13600,43,6,Laura,Hawkins,vwiggins@example.org,929.311.3228,Perez-Lewis,Market researcher,Government,2119,Social Media,90,Qualified,2023-11-29,2024-09-17,2024-11-12,Solomon Islands,New Mexico,Edwardfurt,social_media,paid,seo_campaign_43
13601,8,5,Cathy,Morgan,veronicataylor@example.net,4826107058,Jackson-Gonzales,"Geologist, wellsite",Finance,2284,Influencer,20,Qualified,2023-11-26,2024-11-04,,Wallis and Futuna,Ohio,Gonzalezstad,influencer,paid,direct_mail_campaign_8
13602,50,4,John,Moss,susancarroll@example.com,001-494-235-0629x10771,"Miller, Lee and Lee",Legal executive,Manufacturing,9788,Influencer,81,New,2024-09-26,2024-11-27,2024-12-07,Togo,Florida,New Amy,influencer,referral,email_campaign_50
13603,32,4,Russell,Flores,jessicataylor@example.com,318-903-7483x942,"Nichols, Johnson and Watson",Microbiologist,Retail,1779,Influencer,94,Disqualified,2023-03-23,2023-12-15,,Hong Kong,Kansas,Fordside,influencer,paid,events_campaign_32
13604,21,1,Jennifer,Nelson,autumnvang@example.org,225.964.7218,Brown PLC,Market researcher,Manufacturing,5543,Influencer,46,Converted,2023-11-27,2024-06-22,,Qatar,Missouri,South Melissa,influencer,referral,content_marketing_campaign_21
13605,33,7,Jeffrey,Russell,mitchellmichael@example.com,001-516-586-9894x865,Willis-Thornton,Community arts worker,Manufacturing,9377,Display,26,Nurturing,2024-07-16,2024-10-31,,Slovakia (Slovak Republic),South Dakota,West Todd,display,social,direct_mail_campaign_33
13606,32,4,Teresa,Lyons,uharrison@example.org,+1-917-801-4340,Keller-Gomez,"Therapist, art",Finance,326,Influencer,67,Contacted,2023-04-17,2023-06-20,,Saint Helena,Kentucky,Joelmouth,influencer,email,events_campaign_32
13607,45,1,Russell,Medina,andersonashley@example.net,825-766-3241x67449,"Price, Mann and Rivera",Ship broker,Technology,4967,Direct Mail,18,Contacted,2023-10-21,2024-04-19,2023-12-26,Croatia,Georgia,South Amy,direct_mail,email,influencer_campaign_45
13608,30,3,Jeffrey,Barker,dbraun@example.com,781.399.3622x926,Burke LLC,Electronics engineer,Retail,5512,Influencer,25,Contacted,2024-07-20,2024-08-21,2024-11-22,El Salvador,Virginia,South Megan,influencer,email,paid_search_campaign_30
13609,11,2,Brandon,Olson,adam38@example.org,001-292-262-4750x7088,Rhodes Ltd,Architect,Finance,4025,Events,61,Qualified,2024-11-10,2024-11-13,,Zimbabwe,Alabama,East David,events,organic,paid_search_campaign_11
13610,17,2,Timothy,Davis,mejiajill@example.org,+1-205-202-2448x7975,"Dean, Dennis and Macias",Administrator,Technology,4187,Events,27,Nurturing,2024-04-13,2024-03-13,2023-12-06,Dominica,Mississippi,Joseshire,events,referral,webinars_campaign_17
13611,16,4,Tristan,Ramirez,chall@example.com,973-639-6630,"Watson, Weber and Lowe",Regulatory affairs officer,Finance,320,Paid Search,97,Nurturing,2024-10-04,2024-10-28,,Chad,Hawaii,North Justin,paid_search,email,display_campaign_16
13612,16,4,Daniel,Williams,danny22@example.com,953.824.5213x192,Smith-White,Curator,Education,8342,Paid Search,67,Contacted,2024-12-23,2024-09-07,2024-09-07,Austria,New York,North Jason,paid_search,email,display_campaign_16
13613,6,3,Benjamin,Moore,llopez@example.com,(417)776-0545x133,Daniels-Howell,Television floor manager,Finance,2461,SEO,72,Disqualified,2024-08-23,2024-12-05,,Mozambique,Oregon,West Zachary,seo,email,email_campaign_6
13614,9,5,Tonya,Burns,kathrynshaw@example.com,001-445-474-4680x80641,"Coleman, Brown and Bonilla","Physicist, medical",Finance,4893,Webinars,91,Disqualified,2024-05-01,2024-01-29,2024-06-23,Brazil,Florida,Jonesside,webinars,email,content_marketing_campaign_9
13615,50,4,Meghan,Powers,millersydney@example.com,+1-670-684-2762x813,"Young, Gonzalez and Hunt",Corporate treasurer,Healthcare,9862,Influencer,47,Disqualified,2024-10-11,2024-11-18,,South Africa,Alaska,Andersonmouth,influencer,referral,email_campaign_50
13616,14,3,Pamela,Smith,william08@example.org,4952807687,Roberts-Thompson,Freight forwarder,Healthcare,2183,Social Media,70,Qualified,2024-03-02,2024-02-09,,South Georgia and the South Sandwich Islands,Louisiana,East Samanthafort,social_media,organic,social_media_campaign_14
13617,43,6,Jessica,White,monicaprice@example.net,(867)868-3879x87223,Long and Sons,Consulting civil engineer,Healthcare,8903,Social Media,4,Qualified,2024-01-14,2024-05-08,,Timor-Leste,Alaska,Gallegosmouth,social_media,email,seo_campaign_43
13618,31,3,Samuel,Turner,gharmon@example.net,609.265.4946x667,Hernandez-Johnson,Broadcast presenter,Finance,4893,Paid Search,54,Qualified,2024-01-14,2024-12-07,2024-07-31,Holy See (Vatican City State),Illinois,Jacksontown,paid_search,organic,events_campaign_31
13619,15,2,Patrick,Bailey,stevencollier@example.org,876.485.5307,Davis-Sanders,Oncologist,Healthcare,9867,Paid Search,84,Converted,2023-08-24,2023-12-20,,Congo,Alabama,West Paulbury,paid_search,paid,events_campaign_15
13620,16,4,Barry,Kim,madisonsherman@example.com,879-548-9463,Salinas Inc,Toxicologist,Education,5487,Paid Search,33,Contacted,2024-11-18,2024-10-13,,Luxembourg,Wisconsin,Lake Jose,paid_search,referral,display_campaign_16
13621,38,7,Penny,Green,alice88@example.net,(368)977-6907x897,Ellis LLC,Structural engineer,Government,4231,Direct Mail,48,Converted,2023-11-16,2023-12-13,,Isle of Man,Arizona,West Amanda,direct_mail,email,seo_campaign_38
13622,37,3,Casey,Horn,zmcclure@example.net,638-782-0844x5696,"Ryan, Turner and Meadows",Academic librarian,Healthcare,1783,Events,27,Contacted,2024-09-25,2024-10-11,,Finland,Delaware,Martinezchester,events,paid,direct_mail_campaign_37
13623,18,7,Jeremy,Evans,richardchristopher@example.net,+1-578-356-8724x6821,York-Lopez,Bonds trader,Healthcare,5783,Webinars,28,New,2024-11-12,2024-12-01,,Andorra,Virginia,Millerland,webinars,referral,email_campaign_18
13624,47,4,Mitchell,Wright,danielfernandez@example.org,+1-851-345-9721x94746,Maxwell and Sons,"Programmer, systems",Government,1089,Influencer,5,Nurturing,2024-04-16,2024-03-28,,Cocos (Keeling) Islands,Florida,Lake Debraview,influencer,paid,content_marketing_campaign_47
13625,34,7,Stephen,Scott,dgonzalez@example.com,214-609-5151,"Horn, Anderson and Hicks",Health promotion specialist,Technology,3576,Events,12,New,2024-07-11,2024-06-12,,Yemen,Minnesota,East Davidborough,events,email,seo_campaign_34
13626,23,5,Sarah,Bailey,james32@example.com,+1-895-998-2217x492,"Lane, Duarte and Williams",Armed forces operational officer,Technology,3044,Webinars,85,Disqualified,2024-12-16,2024-12-29,,Slovakia (Slovak Republic),Virginia,Elizabethstad,webinars,organic,events_campaign_23
13627,16,4,Monica,Baker,holmeslori@example.com,(522)554-0466x70085,"Hawkins, Bray and Cook",Colour technologist,Retail,6221,Paid Search,27,Converted,2024-10-17,2024-12-17,2024-11-14,South Africa,North Dakota,Trujilloport,paid_search,social,display_campaign_16
13628,42,1,Amy,Holt,swilliams@example.com,001-630-843-4543x199,Heath-Hall,Statistician,Retail,120,Direct Mail,92,New,2024-03-26,2024-03-16,,Switzerland,Alaska,East Linda,direct_mail,social,direct_mail_campaign_42
13629,46,6,Rose,Greene,donaldrodriguez@example.org,224-333-6130x50983,"Farrell, Hunt and Moore",Transport planner,Manufacturing,8810,Social Media,41,Converted,2023-07-21,2023-09-12,,Australia,Mississippi,Petersontown,social_media,paid,display_campaign_46
13630,12,4,Robert,Acevedo,yrivera@example.net,334-288-7303x956,Bonilla PLC,Intelligence analyst,Government,9759,Events,28,Disqualified,2024-07-07,2024-12-13,2024-12-03,Uganda,New York,Coleside,events,social,seo_campaign_12
13631,46,6,Brandon,Orr,erica49@example.org,907.950.0592,"Simpson, Hanson and Singleton",Legal secretary,Education,351,Social Media,77,Converted,2023-07-25,2024-06-30,,Saint Lucia,Missouri,West Allisonbury,social_media,paid,display_campaign_46
13632,43,6,Danny,Benton,carlacampbell@example.org,316-298-1767x4457,Lopez-Hayes,Insurance underwriter,Education,7166,Social Media,17,Converted,2024-01-19,2024-05-25,2024-01-26,Bulgaria,Louisiana,Moorehaven,social_media,paid,seo_campaign_43
13633,39,3,Sandra,Blackwell,brandonmiller@example.net,8676422697,"Adams, Martin and Howe","Doctor, general practice",Finance,189,Content Marketing,92,Nurturing,2024-01-14,2024-11-01,,Anguilla,Nevada,North Kelli,content_marketing,referral,email_campaign_39
13634,25,2,Emily,Rogers,kylehowe@example.com,+1-880-373-9963x3896,Murray Group,Senior tax professional/tax inspector,Manufacturing,5320,Direct Mail,56,Nurturing,2024-10-31,2024-12-15,,Kuwait,Kansas,Port Ashley,direct_mail,email,paid_search_campaign_25
13635,22,5,Joseph,Davis,laura97@example.net,(633)654-0549x7444,"Mathews, Ellis and Middleton",Chartered loss adjuster,Finance,6626,Display,30,Converted,2023-09-24,2024-09-15,2024-06-04,Norway,Missouri,Mooneybury,display,paid,seo_campaign_22
13636,44,7,Ann,Miles,barrysarah@example.com,+1-741-484-4575x393,Cook-White,Paediatric nurse,Healthcare,7589,Influencer,76,Converted,2024-03-04,2024-12-07,,Poland,Connecticut,Lake Nicole,influencer,referral,content_marketing_campaign_44
13637,39,3,Eddie,Scott,frank74@example.net,001-915-869-1984x963,Collins-Cook,Horticultural therapist,Manufacturing,9610,Content Marketing,39,Nurturing,2023-11-10,2024-10-30,,Benin,North Dakota,Cheyennetown,content_marketing,paid,email_campaign_39
13638,47,4,Nicole,Morales,lewisnathan@example.com,001-902-462-6749x4372,Patton-Willis,Games developer,Finance,8576,Influencer,53,Nurturing,2023-06-13,2024-06-06,2023-07-11,Nicaragua,Kansas,East Williamview,influencer,organic,content_marketing_campaign_47
13639,30,3,David,Green,christinebrown@example.net,364-333-2963x23544,Robinson-Washington,Housing manager/officer,Education,8251,Influencer,52,Disqualified,2024-05-01,2024-08-11,,Egypt,Hawaii,Ronaldtown,influencer,paid,paid_search_campaign_30
13640,10,7,Tracy,Goodman,esparzajennifer@example.net,001-806-937-9007x08473,"Brown, Peterson and Jackson","Production assistant, radio",Government,5269,Social Media,20,Converted,2023-04-09,2023-01-24,,Ghana,Maine,Wernerland,social_media,referral,email_campaign_10
13641,34,7,Matthew,Perez,kimcasey@example.net,561.747.1327x87139,Gray-Steele,"Psychotherapist, child",Education,9119,Events,63,Contacted,2024-05-21,2024-10-11,2024-06-03,Zimbabwe,Minnesota,Macdonaldmouth,events,social,seo_campaign_34
13642,27,1,Kathryn,Adams,kaitlynstark@example.net,893-722-5332,"Rodriguez, Rodriguez and Gray",Hydrographic surveyor,Healthcare,294,SEO,95,Qualified,2024-05-07,2024-11-13,,Vietnam,Georgia,Hillburgh,seo,paid,webinars_campaign_27
13643,33,7,John,Leon,rachel42@example.com,001-289-864-9933,"Lambert, Baker and Jones",Geophysical data processor,Retail,2467,Display,32,Contacted,2024-07-23,2024-07-17,,Morocco,Rhode Island,West Williamberg,display,referral,direct_mail_campaign_33
13644,6,3,Kimberly,Long,jbrown@example.com,(878)617-8765,Parsons Ltd,Purchasing manager,Education,322,SEO,46,Converted,2024-08-25,2024-09-02,,Dominican Republic,Illinois,New Royfort,seo,social,email_campaign_6
13645,36,3,Tasha,Gray,kevingonzalez@example.org,(661)758-0447,"Bridges, Allen and Shannon","Surveyor, building",Education,8216,Direct Mail,44,New,2024-08-23,2024-11-16,,Bahrain,Arizona,Williamshaven,direct_mail,organic,social_media_campaign_36
13646,16,4,Kimberly,Murphy,cynthia58@example.net,+1-891-255-4974x3588,Blair Group,"Psychologist, clinical",Government,785,Paid Search,63,Converted,2024-09-07,2024-09-22,,Timor-Leste,Indiana,East Charles,paid_search,email,display_campaign_16
13647,45,1,Ross,Rush,chriscontreras@example.com,526-864-3773,Evans-Arellano,Charity officer,Education,9831,Direct Mail,20,Qualified,2023-09-05,2024-08-15,2024-08-08,China,Hawaii,North Jackfurt,direct_mail,paid,influencer_campaign_45
13648,19,5,Corey,Hess,prandall@example.com,(532)471-9106,Miller Group,"Education officer, environmental",Finance,4950,Influencer,2,Qualified,2024-03-11,2024-07-08,,Ethiopia,Texas,Port Andrewmouth,influencer,social,direct_mail_campaign_19
13649,33,7,James,Gray,janet59@example.org,368-406-1468,Norton Ltd,Tour manager,Technology,5372,Display,79,New,2024-07-28,2024-08-26,,Saint Martin,California,Russellberg,display,social,direct_mail_campaign_33
13650,31,3,Nicole,Mitchell,abarber@example.com,901.852.8144,Collier-Lyons,Microbiologist,Technology,3132,Paid Search,47,New,2023-12-11,2024-09-14,,Pakistan,Montana,East Loriview,paid_search,referral,events_campaign_31
13651,35,3,Veronica,Martin,timothy96@example.com,930.382.9828x011,Kelly-Roberts,Multimedia specialist,Technology,6061,Events,6,Disqualified,2024-09-16,2024-11-10,,Austria,Hawaii,Alexanderton,events,paid,webinars_campaign_35
13652,19,5,Gary,Davis,gleblanc@example.net,848.982.9700,Nguyen-Meyers,Soil scientist,Education,5940,Influencer,61,Contacted,2024-05-31,2024-12-01,,Italy,North Carolina,Michaelland,influencer,email,direct_mail_campaign_19
13653,43,6,Jeffrey,Valdez,kellyraymond@example.net,001-590-400-7431,Robertson Group,Magazine features editor,Finance,5880,Social Media,3,Converted,2023-11-23,2024-08-13,2024-08-18,Palau,Hawaii,Toniport,social_media,paid,seo_campaign_43
13654,19,5,Cathy,Gross,lindawhitaker@example.com,340-894-1623x64231,Singh-Franco,Nature conservation officer,Manufacturing,5169,Influencer,27,Qualified,2024-07-28,2024-07-21,,Denmark,South Dakota,East Davidville,influencer,email,direct_mail_campaign_19
13655,1,2,Ashley,Flores,richardsonalexandra@example.net,948.279.9602x54573,Ford PLC,"Administrator, charities/voluntary organisations",Manufacturing,2238,Display,9,Qualified,2024-04-14,2024-04-14,,Namibia,Wyoming,Warrenborough,display,social,content_marketing_campaign_1
13656,35,3,Ronald,Hernandez,nancy52@example.net,248.337.8546x8194,Williams-Allen,Industrial/product designer,Government,7196,Events,100,Contacted,2024-09-12,2024-10-05,,Anguilla,Alabama,Davidton,events,social,webinars_campaign_35
13657,40,2,Brittany,Washington,sanchezjohn@example.org,+1-386-922-5862x6183,Harrell Ltd,Commissioning editor,Healthcare,4041,Email,37,Contacted,2023-03-08,2024-06-15,,Fiji,Montana,Englishville,email,paid,webinars_campaign_40
13658,26,7,Jamie,Suarez,jillianmoreno@example.org,001-438-688-4447x2887,Pitts-Cervantes,Camera operator,Finance,7284,SEO,94,Converted,2023-08-11,2024-12-01,,Bermuda,South Carolina,Carolynview,seo,social,events_campaign_26
13659,37,3,Barbara,Mccoy,abutler@example.com,634-958-2247x2540,"Lee, Gonzalez and Huff",Civil Service administrator,Manufacturing,6896,Events,26,Disqualified,2024-11-25,2024-10-02,,Turks and Caicos Islands,Massachusetts,Candiceberg,events,referral,direct_mail_campaign_37
13660,32,4,Jeffrey,Smith,kimberlyrose@example.net,(840)510-9984,King Inc,Retail merchandiser,Finance,7802,Influencer,74,Contacted,2023-04-20,2023-03-07,,American Samoa,Georgia,Port Kimberlyshire,influencer,paid,events_campaign_32
13661,28,1,Kara,Simmons,matthewedwards@example.com,428-720-7896x69639,Jones Ltd,Tourism officer,Technology,5140,Display,59,Nurturing,2024-12-19,2024-12-22,,Turks and Caicos Islands,New Hampshire,North Ericaville,display,referral,influencer_campaign_28
13662,43,6,John,Wheeler,michaelnicholson@example.net,(482)458-4558x0488,Johnson-Trujillo,"Horticulturist, commercial",Government,718,Social Media,66,Qualified,2023-11-24,2024-08-18,,Slovenia,Illinois,Danamouth,social_media,referral,seo_campaign_43
13663,39,3,Sandy,Gray,westmonica@example.com,439-345-6529x807,Cantrell-Deleon,Meteorologist,Education,1070,Content Marketing,37,Contacted,2023-11-10,2023-07-16,2024-06-26,Suriname,South Carolina,Port Nancy,content_marketing,social,email_campaign_39
13664,37,3,Andrew,Jones,micheleoconnell@example.net,001-677-989-4537,"Garcia, Sparks and Lin","Engineer, materials",Finance,2566,Events,40,Converted,2024-09-19,2024-09-28,2024-10-26,Finland,Michigan,Coryfort,events,referral,direct_mail_campaign_37
13665,19,5,Duane,Marshall,wwilson@example.org,001-479-571-4869x66671,Henry and Sons,Social worker,Finance,8120,Influencer,75,Converted,2024-04-03,2024-10-19,,Tokelau,New Jersey,West Jeffchester,influencer,organic,direct_mail_campaign_19
13666,13,5,Michael,Holland,castillonatalie@example.org,(908)818-9646x93717,Holden-Martinez,"Loss adjuster, chartered",Education,4510,SEO,51,Converted,2024-04-22,2024-12-20,2024-04-28,United Kingdom,Massachusetts,Cabreraburgh,seo,referral,email_campaign_13
13667,18,7,Zachary,Thompson,robindudley@example.com,(859)471-3913x078,"Zamora, Thompson and Waller",Health and safety adviser,Government,8963,Webinars,86,New,2024-11-25,2024-11-08,,North Macedonia,Rhode Island,Nortonborough,webinars,social,email_campaign_18
13668,39,3,Michael,Spears,richardsondavid@example.net,001-244-979-0269x0278,Reyes Ltd,Charity officer,Finance,5195,Content Marketing,61,Contacted,2023-09-20,2024-09-03,,Tokelau,Alaska,Matthewbury,content_marketing,social,email_campaign_39
13669,20,1,Kevin,Rice,rchurch@example.org,(380)931-9778x4325,"Williams, Vaughn and Adams",Forest/woodland manager,Manufacturing,9678,Influencer,89,Disqualified,2024-07-14,2024-09-13,,Brazil,Texas,Pattersonbury,influencer,social,events_campaign_20
13670,26,7,Christine,Lambert,kennethdonovan@example.org,213-388-9523x38914,Santos-Martinez,Bookseller,Healthcare,4599,SEO,30,Converted,2024-08-14,2024-08-06,,Burkina Faso,Virginia,Antoniohaven,seo,referral,events_campaign_26
13671,29,6,Richard,Osborn,laraisaac@example.net,592-356-5641x9123,"Soto, Baker and Holmes","Biochemist, clinical",Finance,9933,Influencer,31,New,2023-10-17,2023-12-16,2024-12-16,Guernsey,South Carolina,Mossshire,influencer,email,seo_campaign_29
13672,43,6,Victoria,Jones,qdavis@example.net,+1-569-913-2047,"Saunders, Montoya and Wong",Water quality scientist,Education,7448,Social Media,9,Qualified,2024-03-27,2024-07-02,,French Polynesia,Oregon,Lake Kaitlyn,social_media,social,seo_campaign_43
13673,35,3,Sean,Barron,nicholasgilbert@example.com,(496)726-9664,"Ramos, Lester and Bennett",Textile designer,Technology,9017,Events,48,Nurturing,2024-10-05,2024-12-02,,French Polynesia,Wisconsin,Port Brianna,events,paid,webinars_campaign_35
13674,34,7,Michelle,Campbell,hernandezsarah@example.net,6147238619,Flores PLC,Logistics and distribution manager,Manufacturing,8675,Events,79,Disqualified,2024-05-30,2024-08-17,2024-11-07,Guernsey,Georgia,Simonside,events,referral,seo_campaign_34
13675,20,1,Donald,Jones,destinybailey@example.net,913.216.2105x0321,"Pratt, Rogers and Jones",Midwife,Retail,7232,Influencer,76,Nurturing,2024-07-03,2024-10-18,,Hungary,Montana,Kevinton,influencer,paid,events_campaign_20
13676,44,7,Brandi,Mcbride,gutierrezjennifer@example.net,001-786-378-7578,Harvey-Ramirez,"Designer, exhibition/display",Healthcare,8899,Influencer,80,Converted,2024-02-25,2024-01-21,,Niger,Kansas,Elizabethport,influencer,paid,content_marketing_campaign_44
13677,9,5,Jesse,Reid,cpeters@example.net,674.972.3193x73202,"Holmes, Francis and Green",Cartographer,Education,4526,Webinars,90,Disqualified,2024-04-09,2024-07-12,2024-12-21,Austria,Iowa,Munozside,webinars,email,content_marketing_campaign_9
13678,24,6,Gabriel,Vaughn,ugarcia@example.org,(662)245-2522x2658,Gibson-Williams,Television camera operator,Finance,5441,SEO,63,Contacted,2024-03-02,2024-12-10,,Zambia,Delaware,Karlberg,seo,paid,email_campaign_24
13679,6,3,Jeremy,Foster,jenniferfisher@example.com,(283)858-7342x9802,Murray PLC,"Engineer, technical sales",Healthcare,8420,SEO,8,Converted,2024-08-11,2024-10-30,,Guinea,Texas,Port Kyle,seo,paid,email_campaign_6
13680,46,6,Ashley,Evans,williamssophia@example.org,283-872-1675,Daniels and Sons,Dietitian,Finance,8499,Social Media,100,Disqualified,2023-07-24,2024-03-12,2024-07-03,Sierra Leone,Iowa,Lake Christianburgh,social_media,social,display_campaign_46
13681,4,7,Angel,Henderson,patriciarobinson@example.com,208.657.6425x05371,Green-Andrade,Legal secretary,Education,3472,Email,23,Nurturing,2024-10-11,2024-09-30,,Nauru,New Mexico,North Michelleton,email,paid,social_media_campaign_4
13682,35,3,William,Young,zhall@example.org,200.547.9501x296,Oliver LLC,Production engineer,Retail,1203,Events,2,Nurturing,2024-09-05,2024-11-13,,Niue,Wyoming,Nicholasstad,events,social,webinars_campaign_35
13683,10,7,Brittany,Green,jpeters@example.com,225.330.6047,Parrish-Gonzales,Charity fundraiser,Retail,4476,Social Media,50,Converted,2023-08-14,2024-04-07,,Tonga,Oregon,Port Maryview,social_media,social,email_campaign_10
13684,15,2,Frederick,Shaw,michael07@example.net,(523)482-1757,Olson-Rivera,"Surveyor, land/geomatics",Manufacturing,8679,Paid Search,89,Nurturing,2023-09-26,2024-06-29,,Philippines,Nebraska,Lake Daniel,paid_search,organic,events_campaign_15
13685,3,7,Maxwell,Kidd,cperez@example.net,+1-205-784-9330x63826,"Singh, Morales and Owens",Child psychotherapist,Education,8420,Influencer,81,Converted,2023-03-11,2024-01-28,2023-06-20,Bermuda,Massachusetts,Romerofort,influencer,paid,seo_campaign_3
13686,14,3,Russell,Mcdonald,barbara89@example.com,(774)789-8704x665,Pitts Inc,"Administrator, Civil Service",Government,5223,Social Media,78,Converted,2024-01-21,2024-07-06,2024-08-02,Niue,Mississippi,Jacobstad,social_media,referral,social_media_campaign_14
